"AGED - 2014 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR PART A AND PART B BY STATE AND COUNTY OF RESIDENCE. (BENEFICIARIES ENROLLED IN PARTS A AND/OR B EXCEPT FOR PUERTO RICO WHERE ENROLLED IN BOTH PARTS A AND B. REIMBURSEMENTS EXCLUDED FOR HOSPICE AND COST CONTRACTS. DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPPRESSED FOR PRIVACY)",,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A TOTAL REIMBURSEMENT W/O IME/DSH/GME,PART A TOTAL PER CAPITA W/O IME/DSH/GME,PART A  IME,PART A  DSH,PART A  GME,PART B  ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B TOTAL PER CAPITA,AGED AND DISABLED MEAN RISK SCORE
31180,NEW JERSEY,CAPE MAY,"19,579","89,499,442",380.93,"83,365,735",354.83,"3,523,561","1,293,855","1,316,290","18,315","101,279,895",460.82,1.040
31190,NEW JERSEY,CUMBERLAND,"17,929","99,000,078",460.15,"89,549,619",416.22,"6,368,312","2,122,602","959,542","16,604","86,104,404",432.15,1.103
31200,NEW JERSEY,ESSEX,"70,791","397,688,142",468.15,"358,408,394",421.91,"24,257,933","7,373,663","7,648,152","62,415","334,423,965",446.51,1.118
31220,NEW JERSEY,GLOUCESTER,"30,750","151,565,053",410.75,"135,509,511",367.23,"9,923,899","1,998,813","4,132,828","27,508","140,747,706",426.38,1.028
31230,NEW JERSEY,HUDSON,"47,051","299,332,332",530.16,"270,992,760",479.96,"14,600,764","6,857,767","6,881,039","42,554","223,160,509",437.01,1.121
31250,NEW JERSEY,HUNTERDON,"17,306","64,834,427",312.20,"61,088,351",294.16,"3,056,762","271,803","417,509","15,523","75,046,154",402.88,0.933
31260,NEW JERSEY,MERCER,"43,384","215,268,758",413.49,"202,338,452",388.66,"7,982,632","2,282,757","2,664,915","38,784","205,364,258",441.26,1.065
31270,NEW JERSEY,MIDDLESEX,"85,460","422,989,627",412.46,"387,236,551",377.60,"24,176,500","4,734,931","6,841,644","76,697","419,206,230",455.48,1.073
31290,NEW JERSEY,MONMOUTH,"84,802","396,954,314",390.08,"368,573,667",362.19,"18,481,824","4,230,866","5,667,956","76,666","414,381,172",450.42,1.046
31300,NEW JERSEY,MORRIS,"65,424","290,362,503",369.85,"271,878,019",346.30,"15,851,907","1,651,262","981,314","58,551","299,463,742",426.21,0.984
31310,NEW JERSEY,OCEAN,"102,762","495,268,018",401.63,"474,696,829",384.95,"13,422,425","3,454,588","3,694,175","96,408","568,391,026",491.31,1.120
31320,NEW JERSEY,PASSAIC,"52,250","295,939,888",471.99,"277,664,432",442.85,"11,800,047","5,123,268","1,352,140","47,277","248,263,843",437.61,1.076
31340,NEW JERSEY,SALEM,"9,260","43,830,991",394.45,"40,551,860",364.94,"1,904,882","724,609","649,638","8,628","42,022,547",405.87,1.062
31350,NEW JERSEY,SOMERSET,"37,397","151,996,577",338.70,"140,623,428",313.36,"8,693,226","916,523","1,763,399","33,360","170,564,791",426.07,0.988
31360,NEW JERSEY,SUSSEX,"18,966","79,028,210",347.24,"75,244,916",330.61,"3,166,359","387,507","229,427","17,054","82,998,781",405.57,0.958
31370,NEW JERSEY,UNION,"57,204","260,582,780",379.61,"242,133,068",352.73,"13,495,903","2,804,513","2,149,295","50,760","256,666,899",421.37,1.058
31390,NEW JERSEY,WARREN,"16,091","76,138,208",394.31,"70,929,948",367.34,"3,628,597","345,027","1,234,634","14,825","75,580,928",424.85,1.056
32000,NEW MEXICO,BERNALILLO,"43,341","124,328,116",239.05,"115,672,928",222.41,"3,883,967","3,429,277","1,341,943","35,697","125,971,760",294.08,0.888
32010,NEW MEXICO,CATRON,921,"2,119,715",191.79,"2,017,194",182.52,"37,723","47,547","17,250",808,"2,389,497",246.44,0.716
32020,NEW MEXICO,CHAVES,"7,913","29,201,371",307.53,"27,813,132",292.91,"422,535","802,283","163,420","7,549","33,190,372",366.39,0.936
32025,NEW MEXICO,CIBOLA,"2,381","7,835,268",274.23,"7,499,185",262.47,"131,365","159,066","45,652","2,073","7,409,448",297.86,0.894
32030,NEW MEXICO,COLFAX,"2,210","6,402,952",241.44,"6,163,327",232.40,"104,807","93,928","40,888","2,079","6,629,079",265.72,0.890
32040,NEW MEXICO,CURRY,"4,970","20,182,117",338.40,"19,343,753",324.34,"368,865","344,955","124,543","4,779","20,004,962",348.83,0.975
32050,NEW MEXICO,DE BACA,387,"1,811,524",390.08,"1,717,219",369.77,"44,331","38,594","11,378",367,"1,430,710",324.87,0.973
32060,NEW MEXICO,DONA ANA,"19,901","68,033,262",284.88,"64,631,413",270.64,"802,586","2,121,677","477,585","18,716","75,717,600",337.13,0.917
32070,NEW MEXICO,EDDY,"6,872","23,592,681",286.10,"22,565,787",273.64,"397,241","520,900","108,751","6,537","27,647,429",352.45,0.957
32080,NEW MEXICO,GRANT,"4,947","13,100,619",220.68,"12,582,761",211.96,"153,952","301,548","62,356","4,639","15,875,020",285.17,0.849
32090,NEW MEXICO,GUADALUPE,546,"1,991,486",303.95,"1,944,931",296.85,"6,814","36,840","2,899",535,"1,681,969",261.99,0.863
32100,NEW MEXICO,HARDING,158,"549,497",289.82,"530,610",279.86,"7,082","9,311","2,493",150,"617,560",343.09,0.988
32110,NEW MEXICO,HIDALGO,631,"1,895,420",250.32,"1,796,024",237.19,"40,731","42,852","15,811",590,"1,650,541",233.13,0.845
32120,NEW MEXICO,LEA,"6,484","26,756,833",343.88,"25,583,479",328.80,"457,082","548,643","167,628","6,163","28,307,393",382.76,0.957
32130,NEW MEXICO,LINCOLN,"3,684","12,088,905",273.46,"11,670,714",264.00,"147,734","226,395","44,060","3,456","12,565,349",302.98,0.787
32131,NEW MEXICO,LOS ALAMOS,"2,561","7,274,366",236.70,"7,079,213",230.35,"82,328","83,357","29,467","2,321","8,557,639",307.25,0.834
32140,NEW MEXICO,LUNA,"3,514","13,736,621",325.76,"13,240,152",313.99,"156,788","269,044","70,635","3,355","12,486,974",310.16,0.903
32150,NEW MEXICO,MCKINLEY,"6,414","23,262,549",302.24,"22,254,421",289.14,"361,181","539,120","107,827","5,721","19,822,668",288.74,0.935
32160,NEW MEXICO,MORA,738,"1,950,449",220.24,"1,869,321",211.08,"28,130","41,598","11,399",685,"2,052,700",249.72,0.831
32170,NEW MEXICO,OTERO,"7,541","30,131,303",332.97,"29,251,288",323.25,"228,328","553,599","98,086","7,082","32,218,291",379.11,0.999
32180,NEW MEXICO,QUAY,"1,608","6,917,324",358.48,"6,644,021",344.32,"108,216","126,417","38,667","1,515","7,621,612",419.23,0.943
32190,NEW MEXICO,RIO ARRIBA,"4,244","12,367,745",242.85,"11,922,936",234.11,"140,624","253,611","50,572","3,836","11,686,491",253.88,0.858
32200,NEW MEXICO,ROOSEVELT,"1,988","7,273,454",304.89,"6,906,919",289.53,"168,264","135,576","62,694","1,905","9,009,279",394.11,0.951
32210,NEW MEXICO,SANDOVAL,"8,531","22,791,298",222.63,"21,457,725",209.61,"567,966","596,719","168,887","7,186","24,403,940",283.00,0.870
32220,NEW MEXICO,SAN JUAN,"13,997","55,299,473",329.23,"53,101,928",316.15,"484,030","1,603,057","110,456","12,802","47,561,115",309.59,0.933
32230,NEW MEXICO,SAN MIGUEL,"3,676","11,714,654",265.57,"11,207,149",254.06,"211,314","236,595","59,595","3,513","11,296,279",267.96,0.948
32240,NEW MEXICO,SANTA FE,"19,242","44,450,223",192.51,"42,259,310",183.02,"1,015,407","872,365","303,140","17,121","59,035,431",287.34,0.803
32250,NEW MEXICO,SIERRA,"2,474","8,992,991",302.92,"8,611,603",290.07,"116,531","201,911","62,945","2,272","8,723,843",319.98,0.846
32260,NEW MEXICO,SOCORRO,"1,773","4,760,698",223.76,"4,502,654",211.63,"102,888","126,672","28,482","1,590","5,847,069",306.45,0.896
32270,NEW MEXICO,TAOS,"4,960","13,985,591",234.97,"13,496,589",226.76,"186,885","243,362","58,754","4,585","13,349,406",242.63,0.823
32280,NEW MEXICO,TORRANCE,"1,121","3,273,779",243.37,"3,039,651",225.96,"101,849","97,821","34,456",921,"2,970,268",268.75,0.897
32290,NEW MEXICO,UNION,731,"3,532,619",402.72,"3,462,368",394.71,"29,222","29,794","11,234",695,"3,317,521",397.78,0.865
32300,NEW MEXICO,VALENCIA,"5,052","13,220,176",218.07,"12,484,595",205.93,"288,641","342,384","104,555","4,122","13,840,235",279.80,0.868
33000,NEW YORK,ALBANY,"23,521","75,992,789",269.24,"68,688,977",243.36,"3,825,863","1,395,810","2,082,137","19,907","81,672,975",341.89,1.070
33010,NEW YORK,ALLEGANY,"4,510","17,016,893",314.43,"15,296,415",282.64,"991,088","345,116","384,273","3,999","15,302,950",318.89,1.001
33020,NEW YORK,BRONX,"65,591","536,707,015",681.89,"405,252,217",514.87,"58,826,574","22,093,390","50,534,833","55,376","269,478,331",405.53,1.179
33030,NEW YORK,BROOME,"21,681","76,000,041",292.11,"69,064,409",265.46,"3,613,273","1,300,775","2,021,582","19,754","82,129,575",346.47,1.026
33040,NEW YORK,CATTARAUGUS,"6,970","27,040,595",323.30,"24,873,442",297.39,"1,069,618","473,427","624,106","6,073","25,328,461",347.56,1.066
33050,NEW YORK,CAYUGA,"8,733","34,783,992",331.92,"32,673,588",311.78,"1,231,397","428,980","450,025","8,081","32,324,240",333.34,0.982
33060,NEW YORK,CHAUTAUQUA,"11,860","42,538,241",298.89,"40,097,492",281.74,"1,013,903","762,949","663,896","10,525","42,912,507",339.77,1.028
33070,NEW YORK,CHEMUNG,"9,387","39,946,677",354.63,"37,448,978",332.45,"1,468,501","714,336","314,861","8,697","36,897,698",353.55,1.106
33080,NEW YORK,CHENANGO,"5,766","18,640,261",269.40,"17,070,570",246.71,"886,149","285,962","397,578","5,148","20,640,135",334.11,0.963
33090,NEW YORK,CLINTON,"9,988","43,372,749",361.87,"41,605,528",347.13,"919,438","658,455","189,325","9,386","40,129,837",356.29,1.001
33200,NEW YORK,COLUMBIA,"8,198","31,357,597",318.75,"28,924,344",294.02,"1,310,924","557,380","564,948","7,350","33,114,371",375.45,1.033
33210,NEW YORK,CORTLAND,"5,126","18,934,974",307.83,"17,517,434",284.78,"791,031","347,564","278,943","4,607","20,004,324",361.85,1.028
33220,NEW YORK,DELAWARE,"6,314","27,291,845",360.20,"24,852,931",328.01,"1,506,658","356,397","575,858","5,752","25,590,741",370.75,0.951
33230,NEW YORK,DUTCHESS,"35,900","162,406,855",376.99,"153,394,252",356.07,"3,794,158","2,505,555","2,712,890","32,551","159,772,634",409.03,1.039
33240,NEW YORK,ERIE,"57,339","219,410,476",318.88,"191,971,684",279.00,"13,289,748","4,090,059","10,058,983","44,937","173,280,363",321.34,1.023
33260,NEW YORK,ESSEX,"5,868","22,971,486",326.23,"21,759,801",309.02,"755,635","269,308","186,740","5,473","22,344,850",340.23,0.937
33270,NEW YORK,FRANKLIN,"5,287","18,888,791",297.72,"17,659,912",278.35,"758,718","323,603","146,555","4,893","20,183,519",343.75,1.013
33280,NEW YORK,FULTON,"4,315","15,360,587",296.65,"14,418,890",278.46,"437,166","350,417","154,113","3,883","15,120,406",324.50,1.073
33290,NEW YORK,GENESEE,"4,046","16,444,216",338.69,"14,544,667",299.57,"1,025,584","350,326","523,638","3,366","13,939,003",345.09,1.063
33300,NEW YORK,GREENE,"5,768","23,344,879",337.28,"21,327,473",308.13,"1,060,654","428,769","527,982","5,199","23,583,106",378.01,1.051
33310,NEW YORK,HAMILTON,952,"3,123,136",273.38,"2,919,672",255.57,"105,758","51,359","46,346",896,"3,295,264",306.48,0.917
33320,NEW YORK,HERKIMER,"6,375","25,674,019",335.61,"23,871,771",312.05,"1,022,947","343,289","436,011","5,729","23,625,898",343.66,0.997
33330,NEW YORK,JEFFERSON,"10,823","41,662,272",320.78,"39,425,508",303.56,"1,249,855","479,818","507,090","10,035","41,968,874",348.52,1.031
33331,NEW YORK,KINGS,"168,075","1,231,101,548",610.39,"952,142,124",472.08,"133,694,119","50,632,892","94,632,411","144,944","886,530,941",509.70,1.330
33340,NEW YORK,LEWIS,"2,962","11,522,121",324.17,"10,839,729",304.97,"385,789","148,160","148,440","2,766","10,243,954",308.63,0.946
33350,NEW YORK,LIVINGSTON,"3,412","10,297,021",251.49,"8,524,910",208.21,"1,040,895","262,552","468,663","2,766","10,544,907",317.69,0.986
33360,NEW YORK,MADISON,"7,210","23,813,393",275.24,"22,157,124",256.09,"893,571","426,372","336,324","6,423","24,090,764",312.56,0.930
33370,NEW YORK,MONROE,"32,752","118,100,232",300.49,"97,369,301",247.74,"11,578,504","2,584,035","6,568,391","24,802","97,962,709",329.15,1.056
33380,NEW YORK,MONTGOMERY,"5,379","22,411,223",347.20,"20,942,704",324.45,"716,570","477,567","274,381","4,822","19,407,025",335.39,1.053
33400,NEW YORK,NASSAU,"162,069","854,860,075",439.56,"744,242,691",382.68,"63,645,201","9,758,894","37,213,287","141,677","860,150,774",505.93,1.105
33420,NEW YORK,NEW YORK,"150,955","832,740,057",459.71,"654,359,271",361.23,"94,231,432","24,944,311","59,205,042","126,007","668,201,599",441.91,1.100
33500,NEW YORK,NIAGARA,"15,685","60,640,092",322.18,"54,605,221",290.11,"2,725,437","1,481,838","1,827,594","13,379","53,584,039",333.76,1.003
33510,NEW YORK,ONEIDA,"25,965","97,674,107",313.48,"91,756,508",294.49,"2,875,467","1,663,391","1,378,740","23,271","97,988,171",350.90,1.053
33520,NEW YORK,ONONDAGA,"46,632","189,096,603",337.92,"170,455,733",304.61,"10,184,630","3,770,481","4,685,757","41,411","172,807,791",347.75,1.011
33530,NEW YORK,ONTARIO,"6,933","20,022,447",240.67,"18,136,102",217.99,"1,114,227","319,231","452,886","5,246","19,071,085",302.95,0.971
33540,NEW YORK,ORANGE,"38,583","207,279,936",447.69,"196,440,499",424.28,"5,244,659","3,728,717","1,866,060","34,975","173,517,976",413.43,1.059
33550,NEW YORK,ORLEANS,"2,555","11,559,107",377.01,"10,277,945",335.22,"696,277","215,618","369,265","2,211","9,152,460",344.96,1.014
33560,NEW YORK,OSWEGO,"11,582","51,658,417",371.69,"47,644,488",342.81,"2,211,584","940,330","862,013","10,522","48,616,964",385.04,1.012
33570,NEW YORK,OTSEGO,"8,647","30,593,182",294.83,"27,436,926",264.42,"2,080,640","343,053","732,562","7,863","30,681,839",325.17,0.922
33580,NEW YORK,PUTNAM,"11,195","54,557,051",406.11,"50,990,567",379.56,"2,113,156","679,928","773,399","9,928","52,025,488",436.69,0.997
33590,NEW YORK,QUEENS,"155,360","921,327,209",494.19,"744,695,777",399.45,"87,048,427","26,848,423","62,734,581","133,204","741,631,368",463.97,1.186
33600,NEW YORK,RENSSELAER,"13,568","46,523,118",285.74,"43,008,771",264.16,"1,859,990","813,494","840,862","11,449","47,228,223",343.76,1.066
33610,NEW YORK,RICHMOND,"37,271","224,257,947",501.41,"184,488,484",412.49,"22,263,311","6,507,869","10,998,281","32,321","181,873,057",468.92,1.095
33620,NEW YORK,ROCKLAND,"37,394","200,629,942",447.11,"187,531,588",417.92,"6,512,052","4,374,549","2,211,753","33,439","193,329,867",481.80,1.088
33630,NEW YORK,ST. LAWRENCE,"13,471","47,712,090",295.15,"44,630,433",276.09,"1,782,482","853,624","445,550","12,750","53,128,303",347.24,1.001
33640,NEW YORK,SARATOGA,"19,468","52,919,334",226.52,"49,213,644",210.66,"1,893,412","923,172","889,104","16,823","67,650,573",335.11,0.979
33650,NEW YORK,SCHENECTADY,"14,910","48,358,646",270.28,"44,286,970",247.52,"1,935,705","1,045,499","1,090,471","12,934","49,523,522",319.08,1.026
33660,NEW YORK,SCHOHARIE,"3,947","13,219,977",279.11,"11,930,687",251.89,"772,769","218,776","297,743","3,558","14,272,839",334.29,0.909
33670,NEW YORK,SCHUYLER,"1,982","8,231,770",346.11,"7,732,863",325.13,"322,362","101,441","75,103","1,810","6,907,468",318.02,0.983
33680,NEW YORK,SENECA,"2,646","10,583,509",333.32,"9,735,984",306.63,"518,843","172,754","155,927","2,284","8,699,435",317.40,0.987
33690,NEW YORK,STEUBEN,"10,976","39,050,532",296.48,"36,311,670",275.69,"1,612,721","592,638","533,503","10,031","37,177,190",308.85,1.004
33700,NEW YORK,SUFFOLK,"172,527","902,281,198",435.82,"803,604,002",388.15,"61,638,834","10,599,588","26,438,773","153,077","913,383,734",497.24,1.070
33710,NEW YORK,SULLIVAN,"10,794","49,041,962",378.62,"46,059,511",355.60,"1,421,544","1,009,220","551,685","9,968","44,877,683",375.18,1.026
33720,NEW YORK,TIOGA,"5,086","18,466,186",302.57,"16,447,620",269.49,"1,244,909","256,366","517,290","4,623","17,542,252",316.21,0.944
33730,NEW YORK,TOMPKINS,"9,821","24,177,538",205.15,"22,601,475",191.78,"919,170","403,063","253,828","8,446","29,922,634",295.23,0.917
33740,NEW YORK,ULSTER,"22,476","93,863,119",348.01,"87,272,321",323.58,"3,063,862","1,544,131","1,982,803","20,264","89,450,981",367.86,1.012
33750,NEW YORK,WARREN,"7,683","24,867,381",269.72,"23,500,713",254.90,"748,385","373,727","244,555","6,866","29,268,957",355.24,1.026
33760,NEW YORK,WASHINGTON,"6,102","19,785,469",270.20,"18,684,553",255.17,"641,035","291,279","168,601","5,435","22,858,016",350.48,1.007
33770,NEW YORK,WAYNE,"5,430","24,099,053",369.84,"21,924,326",336.47,"1,233,220","397,003","544,502","4,507","17,836,757",329.80,1.034
33800,NEW YORK,WESTCHESTER,"108,339","572,016,537",439.99,"516,087,647",396.97,"28,558,393","11,876,158","15,494,338","93,775","505,221,460",448.97,1.077
33900,NEW YORK,WYOMING,"2,551","9,834,006",321.25,"8,723,603",284.97,"617,979","178,535","313,887","2,143","8,771,502",341.09,0.988
33910,NEW YORK,YATES,"2,119","5,112,123",201.04,"4,633,447",182.22,"288,762","77,764","112,149","1,777","6,187,612",290.17,0.929
34000,NORTH CAROLINA,ALAMANCE,"11,332","41,109,499",302.31,"38,005,569",279.49,"1,734,141","833,167","536,621","10,094","42,261,750",348.90,1.009
34010,NORTH CAROLINA,ALEXANDER,"4,162","13,367,617",267.65,"12,635,057",252.98,"348,074","251,904","132,581","3,887","16,827,482",360.76,0.993
34020,NORTH CAROLINA,ALLEGHANY,"1,752","6,442,429",306.43,"5,986,406",284.74,"249,940","101,517","104,564","1,701","7,197,432",352.61,0.998
34030,NORTH CAROLINA,ANSON,"3,077","12,635,402",342.20,"12,037,510",326.01,"217,964","296,940","82,987","2,900","12,369,329",355.44,1.056
34040,NORTH CAROLINA,ASHE,"4,108","15,729,111",319.07,"14,900,960",302.28,"452,192","223,254","152,703","3,942","16,611,825",351.17,0.929
34050,NORTH CAROLINA,AVERY,"2,903","11,372,210",326.45,"10,800,961",310.05,"298,458","169,626","103,164","2,732","11,886,777",362.58,0.948
34060,NORTH CAROLINA,BEAUFORT,"8,569","26,995,962",262.54,"24,305,810",236.37,"1,255,303","778,125","656,723","8,203","32,175,842",326.87,0.931
34070,NORTH CAROLINA,BERTIE,"3,161","15,105,418",398.22,"13,986,317",368.72,"516,189","327,171","275,739","3,037","13,369,180",366.84,0.987
34080,NORTH CAROLINA,BLADEN,"3,746","19,572,278",435.40,"18,565,299",413.00,"427,651","467,366","111,960","3,554","17,065,398",400.15,1.102
34090,NORTH CAROLINA,BRUNSWICK,"24,275","73,739,778",253.14,"69,925,634",240.05,"1,957,400","1,388,448","468,295","23,100","99,943,582",360.55,0.866
34100,NORTH CAROLINA,BUNCOMBE,"32,433","99,813,268",256.46,"95,045,844",244.21,"2,060,491","2,081,880","625,051","29,918","113,103,941",315.04,0.942
34110,NORTH CAROLINA,BURKE,"9,386","32,152,322",285.46,"29,848,204",265.01,"1,092,296","804,935","406,886","8,840","33,875,591",319.34,0.984
34120,NORTH CAROLINA,CABARRUS,"16,362","65,874,742",335.51,"62,726,396",319.47,"1,341,440","1,324,818","482,087","15,197","67,720,355",371.35,1.002
34130,NORTH CAROLINA,CALDWELL,"8,782","29,014,405",275.32,"27,573,326",261.65,"626,777","583,625","230,676","8,238","33,367,327",337.53,0.988
34140,NORTH CAROLINA,CAMDEN,"1,223","4,624,480",315.10,"4,432,687",302.04,"93,621","75,278","22,892","1,127","4,811,914",355.81,1.001
34150,NORTH CAROLINA,CARTERET,"10,777","40,188,170",310.76,"38,528,421",297.92,"834,460","546,044","279,244","10,181","42,774,505",350.12,0.944
34160,NORTH CAROLINA,CASWELL,"2,068","8,171,477",329.28,"7,356,639",296.45,"450,493","155,595","208,748","1,926","7,691,374",332.79,1.016
34170,NORTH CAROLINA,CATAWBA,"18,791","56,659,206",251.27,"53,591,427",237.66,"1,375,968","1,220,366","471,443","17,445","72,118,850",344.51,0.974
34180,NORTH CAROLINA,CHATHAM,"5,078","17,416,080",285.81,"15,121,723",248.16,"1,361,602","361,420","571,333","4,644","19,054,965",341.93,0.908
34190,NORTH CAROLINA,CHEROKEE,"5,147","16,495,867",267.08,"15,781,641",255.52,"275,354","352,739","86,133","4,889","20,041,871",341.62,0.973
34200,NORTH CAROLINA,CHOWAN,"2,694","11,837,630",366.17,"11,063,360",342.22,"390,709","205,163","178,396","2,563","10,554,641",343.17,0.956
34210,NORTH CAROLINA,CLAY,"2,229","5,781,838",216.16,"5,558,244",207.80,"91,532","103,432","28,628","2,142","8,133,942",316.45,0.949
34220,NORTH CAROLINA,CLEVELAND,"13,391","50,187,581",312.32,"48,010,499",298.77,"760,152","1,198,735","218,193","12,769","53,743,941",350.74,0.995
34230,NORTH CAROLINA,COLUMBUS,"8,034","34,337,811",356.17,"32,445,011",336.54,"781,102","940,586","171,110","7,726","38,641,702",416.79,1.070
34240,NORTH CAROLINA,CRAVEN,"16,510","60,337,341",304.55,"57,572,922",290.60,"1,209,144","1,120,805","434,468","15,762","70,963,039",375.18,0.990
34250,NORTH CAROLINA,CUMBERLAND,"26,750","108,022,609",336.52,"100,491,602",313.06,"2,905,019","3,777,768","848,218","25,184","107,270,120",354.95,1.036
34251,NORTH CAROLINA,CURRITUCK,"3,073","10,904,600",295.71,"10,442,955",283.19,"231,128","175,748","54,767","2,873","11,683,118",338.88,0.913
34270,NORTH CAROLINA,DARE,"5,688","15,143,265",221.86,"14,278,707",209.19,"489,671","233,951","140,934","5,368","19,898,863",308.91,0.840
34280,NORTH CAROLINA,DAVIDSON,"9,587","36,856,471",320.37,"34,092,331",296.34,"1,460,234","733,391","570,514","8,730","37,283,390",355.89,1.005
34290,NORTH CAROLINA,DAVIE,"3,492","13,098,489",312.58,"11,673,320",278.57,"744,174","281,385","399,609","3,204","14,446,454",375.74,0.995
34300,NORTH CAROLINA,DUPLIN,"5,995","25,108,490",349.02,"23,573,433",327.68,"714,132","571,665","249,259","5,653","25,081,627",369.74,1.019
34310,NORTH CAROLINA,DURHAM,"22,423","86,142,665",320.14,"75,164,113",279.34,"7,146,639","1,638,532","2,193,379","19,604","80,693,252",343.01,0.988
34320,NORTH CAROLINA,EDGECOMBE,"5,336","25,608,659",399.94,"23,651,986",369.38,"727,135","861,292","368,244","5,043","20,056,380",331.42,1.069
34330,NORTH CAROLINA,FORSYTH,"24,596","95,029,170",321.97,"85,977,283",291.30,"4,645,747","1,915,487","2,490,653","21,499","94,028,429",364.47,1.009
34340,NORTH CAROLINA,FRANKLIN,"5,264","19,571,141",309.83,"18,366,068",290.75,"660,949","352,983","191,139","4,849","20,523,927",352.72,0.971
34350,NORTH CAROLINA,GASTON,"21,444","87,419,312",339.72,"83,859,392",325.89,"1,035,715","2,218,573","305,630","19,917","90,882,675",380.26,1.037
34360,NORTH CAROLINA,GATES,"1,539","6,072,182",328.79,"5,793,301",313.69,"115,854","116,970","46,055","1,449","5,813,209",334.32,0.969
34370,NORTH CAROLINA,GRAHAM,"1,248","4,086,728",272.89,"3,967,421",264.92,"40,571","66,773","11,961","1,186","4,295,137",301.79,0.954
34380,NORTH CAROLINA,GRANVILLE,"4,845","18,120,896",311.68,"16,521,375",284.17,"975,275","356,625","267,620","4,462","17,668,124",329.97,0.978
34390,NORTH CAROLINA,GREENE,"1,830","8,046,732",366.43,"7,136,600",324.98,"407,331","253,409","249,391","1,745","6,975,794",333.13,0.985
34400,NORTH CAROLINA,GUILFORD,"34,716","118,699,334",284.93,"112,121,983",269.14,"2,744,581","2,419,479","1,413,290","30,508","124,342,145",339.64,0.994
34410,NORTH CAROLINA,HALIFAX,"7,993","37,551,587",391.50,"35,176,539",366.74,"1,001,921","967,705","405,421","7,604","31,711,543",347.53,1.063
34420,NORTH CAROLINA,HARNETT,"8,364","36,532,978",363.99,"34,314,348",341.89,"960,888","940,699","317,041","7,887","37,083,201",391.82,1.089
34430,NORTH CAROLINA,HAYWOOD,"9,259","31,255,729",281.31,"30,107,459",270.97,"436,254","594,414","117,601","8,751","34,937,065",332.70,0.965
34440,NORTH CAROLINA,HENDERSON,"20,024","62,659,176",260.77,"60,240,118",250.70,"1,041,115","1,053,629","324,313","18,941","79,850,324",351.31,0.931
34450,NORTH CAROLINA,HERTFORD,"3,232","14,647,721",377.67,"13,627,245",351.36,"446,366","364,641","209,468","3,110","11,950,835",320.23,1.026
34460,NORTH CAROLINA,HOKE,"2,062","8,778,171",354.76,"8,289,582",335.01,"216,105","217,785","54,698","1,956","8,728,895",371.89,1.060
34470,NORTH CAROLINA,HYDE,675,"2,273,032",280.62,"2,087,664",257.74,"85,351","53,924","46,092",633,"2,320,781",305.53,0.919
34480,NORTH CAROLINA,IREDELL,"16,304","57,692,129",294.88,"54,985,373",281.04,"1,303,715","946,870","456,170","15,187","70,403,384",386.31,1.018
34490,NORTH CAROLINA,JACKSON,"4,638","14,102,472",253.39,"13,600,004",244.36,"187,593","264,026","50,847","4,360","16,306,390",311.67,0.919
34500,NORTH CAROLINA,JOHNSTON,"14,215","56,465,159",331.02,"53,440,197",313.29,"1,195,541","1,408,951","420,468","13,316","61,929,811",387.57,1.087
34510,NORTH CAROLINA,JONES,"1,600","5,989,330",311.94,"5,695,838",296.66,"116,490","129,378","47,623","1,512","6,693,641",368.92,1.004
34520,NORTH CAROLINA,LEE,"8,119","30,800,038",316.13,"28,820,299",295.81,"1,004,441","645,134","330,163","7,647","32,720,906",356.58,1.004
34530,NORTH CAROLINA,LENOIR,"9,248","38,083,084",343.17,"35,340,963",318.46,"1,158,308","1,070,575","513,236","8,774","39,048,142",370.87,1.035
34540,NORTH CAROLINA,LINCOLN,"9,129","33,983,224",310.21,"32,317,260",295.01,"684,157","778,757","203,049","8,588","39,384,023",382.16,1.000
34550,NORTH CAROLINA,MC DOWELL,"5,696","20,929,477",306.20,"20,036,186",293.13,"353,381","428,494","111,416","5,266","19,784,769",313.09,0.944
34560,NORTH CAROLINA,MACON,"7,774","22,400,466",240.12,"21,642,023",231.99,"339,135","329,994","89,313","7,471","27,907,421",311.29,0.924
34570,NORTH CAROLINA,MADISON,"2,977","9,135,646",255.73,"8,717,449",244.02,"166,296","198,105","53,796","2,791","9,939,364",296.77,0.914
34580,NORTH CAROLINA,MARTIN,"3,979","17,484,298",366.18,"15,697,341",328.75,"797,363","552,138","437,456","3,800","16,612,168",364.30,1.054
34590,NORTH CAROLINA,MECKLENBURG,"70,445","235,824,765",278.97,"222,248,560",262.91,"5,770,676","5,475,178","2,330,350","63,242","272,162,751",358.63,0.953
34600,NORTH CAROLINA,MITCHELL,"2,462","6,957,739",235.50,"6,691,941",226.51,"96,056","133,854","35,886","2,317","8,480,755",305.02,0.987
34610,NORTH CAROLINA,MONTGOMERY,"3,088","12,311,735",332.25,"11,837,506",319.45,"206,258","214,713","53,256","2,936","12,796,204",363.20,1.044
