"AGED -- 2012 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRACTS EXCLUDED",,,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES,,,,,,
34780,NORTH CAROLINA           ,ROCKINGHAM             ,"9,003","39,451,205",365.17,"34,995,274",323.92,"981,304","2,961,267","513,357","8,427","32,393,737",320.34,0.993,,,,,,
34790,NORTH CAROLINA           ,ROWAN                  ,"14,327","53,303,963",310.04,"48,951,951",284.73,"828,412","3,219,203","304,396","13,370","55,448,163",345.60,1.002,,,,,,
34800,NORTH CAROLINA           ,RUTHERFORD             ,"9,405","33,860,224",300.02,"30,248,772",268.02,"505,201","2,958,597","147,653","9,004","32,323,698",299.16,0.943,,,,,,
34810,NORTH CAROLINA           ,SAMPSON                ,"7,192","32,327,160",374.57,"27,703,496",321.00,"907,787","3,456,519","259,358","6,850","29,677,407",361.04,1.091,,,,,,
34820,NORTH CAROLINA           ,SCOTLAND               ,"4,214","15,842,500",313.29,"14,182,823",280.47,"198,911","1,406,432","54,332","4,051","15,489,367",318.63,1.059,,,,,,
34830,NORTH CAROLINA           ,STANLY                 ,"9,234","35,416,732",319.62,"32,241,706",290.97,"586,298","2,371,709","217,017","8,856","37,486,088",352.74,1.018,,,,,,
34840,NORTH CAROLINA           ,STOKES                 ,"3,022","12,478,442",344.10,"10,702,432",295.13,"571,415","906,305","298,287","2,782","11,299,394",338.47,0.980,,,,,,
34850,NORTH CAROLINA           ,SURRY                  ,"7,773","38,204,574",409.59,"33,935,706",363.82,"1,204,268","2,553,888","510,710","7,392","30,404,961",342.77,1.065,,,,,,
34860,NORTH CAROLINA           ,SWAIN                  ,"2,328","8,041,865",287.87,"7,302,929",261.42,"120,272","587,028","31,636","2,231","9,390,872",350.77,0.973,,,,,,
34870,NORTH CAROLINA           ,TRANSYLVANIA           ,"6,608","19,342,530",243.93,"18,086,674",228.09,"259,196","919,565","77,093","6,355","23,249,151",304.87,0.850,,,,,,
34880,NORTH CAROLINA           ,TYRRELL                ,592,"2,582,003",363.46,"2,238,059",315.04,"96,941","203,398","43,604",573,"2,664,813",387.55,0.956,,,,,,
34890,NORTH CAROLINA           ,UNION                  ,"15,594","54,237,166",289.84,"48,370,520",258.49,"939,976","4,594,068","332,601","14,654","60,781,103",345.65,0.951,,,,,,
34900,NORTH CAROLINA           ,VANCE                  ,"5,344","21,085,391",328.80,"17,546,028",273.61,"1,037,568","2,268,497","233,297","5,016","18,568,112",308.48,0.970,,,,,,
34910,NORTH CAROLINA           ,WAKE                   ,"74,499","227,782,779",254.79,"207,375,040",231.97,"5,841,314","12,679,424","1,887,000","67,796","285,144,926",350.49,0.908,,,,,,
34920,NORTH CAROLINA           ,WARREN                 ,"2,483","10,299,831",345.68,"8,599,887",288.63,"479,637","1,114,772","105,534","2,350","9,082,605",322.08,1.009,,,,,,
34930,NORTH CAROLINA           ,WASHINGTON             ,"2,255","10,290,922",380.30,"8,972,334",331.57,"350,222","765,413","202,952","2,194","9,150,783",347.57,0.926,,,,,,
34940,NORTH CAROLINA           ,WATAUGA                ,"5,261","19,666,533",311.51,"17,855,575",282.83,"461,916","1,183,851","165,189","4,983","20,670,393",345.68,0.918,,,,,,
34950,NORTH CAROLINA           ,WAYNE                  ,"14,907","62,072,581",347.00,"54,689,037",305.72,"1,231,180","5,663,292","489,070","14,279","60,142,976",351.00,0.964,,,,,,
34960,NORTH CAROLINA           ,WILKES                 ,"7,864","35,314,678",374.22,"30,781,963",326.19,"1,393,802","2,618,193","520,719","7,527","30,192,735",334.27,0.995,,,,,,
34970,NORTH CAROLINA           ,WILSON                 ,"11,018","45,073,094",340.90,"39,079,936",295.58,"1,025,893","4,497,375","469,889","10,487","45,096,215",358.35,1.020,,,,,,
34980,NORTH CAROLINA           ,YADKIN                 ,"3,027","13,830,686",380.76,"11,898,163",327.56,"631,714","1,024,310","276,497","2,830","11,959,542",352.17,0.975,,,,,,
34981,NORTH CAROLINA           ,YANCEY                 ,"3,110","9,697,305",259.84,"8,528,106",228.51,"192,032","914,538","62,628","2,973","10,128,333",283.90,0.900,,,,,,
35000,NORTH DAKOTA             ,ADAMS                  ,525,"1,698,650",269.63,"1,643,742",260.91,"11,886","39,278","3,742",503,"2,052,628",340.06,0.958,,,,,,
35010,NORTH DAKOTA             ,BARNES                 ,"1,826","6,344,163",289.53,"5,954,361",271.74,"123,894","237,985","27,921","1,699","6,664,841",326.90,0.943,,,,,,
35020,NORTH DAKOTA             ,BENSON                 ,741,"2,838,307",319.20,"2,675,410",300.88,"52,213","94,875","15,808",671,"2,645,432",328.54,0.909,,,,,,
35030,NORTH DAKOTA             ,BILLINGS               ,59,"381,587",538.96,"349,927",494.25,"9,341","18,504","3,813",54,"214,760",331.42,0.909,,,,,,
35040,NORTH DAKOTA             ,BOTTINEAU              ,"1,262","5,191,196",342.79,"4,858,943",320.85,"132,365","172,162","27,724","1,182","4,334,097",305.56,0.850,,,,,,
35050,NORTH DAKOTA             ,BOWMAN                 ,630,"2,927,317",387.21,"2,803,610",370.85,"41,276","70,963","11,467",600,"2,926,103",406.40,0.816,,,,,,
35060,NORTH DAKOTA             ,BURKE                  ,419,"1,398,315",278.11,"1,331,455",264.81,"17,288","38,662","10,909",396,"1,827,475",384.57,0.803,,,,,,
35070,NORTH DAKOTA             ,BURLEIGH               ,"9,891","33,370,177",281.15,"31,042,148",261.54,"583,210","1,515,752","229,065","9,159","38,305,950",348.53,0.933,,,,,,
35080,NORTH DAKOTA             ,CASS                   ,"13,038","42,924,166",274.35,"39,551,233",252.79,"869,055","2,258,929","244,948","11,712","47,341,940",336.85,0.936,,,,,,
35090,NORTH DAKOTA             ,CAVALIER               ,862,"3,065,769",296.38,"2,844,319",274.97,"73,409","126,585","21,455",816,"3,590,800",366.71,0.864,,,,,,
35100,NORTH DAKOTA             ,DICKEY                 ,990,"3,946,459",332.19,"3,750,146",315.67,"67,645","114,211","14,454",937,"4,120,391",366.45,0.933,,,,,,
35110,NORTH DAKOTA             ,DIVIDE                 ,382,"1,432,070",312.41,"1,396,273",304.60,"13,846","18,425","3,525",363,"1,227,751",281.85,0.829,,,,,,
35120,NORTH DAKOTA             ,DUNN                   ,415,"1,348,744",270.83,"1,281,690",257.37,"21,858","39,088","6,106",373,"2,023,459",452.07,0.930,,,,,,
35130,NORTH DAKOTA             ,EDDY                   ,467,"1,498,741",267.44,"1,396,155",249.14,"40,315","54,022","8,247",446,"1,993,635",372.50,0.874,,,,,,
35140,NORTH DAKOTA             ,EMMONS                 ,708,"2,288,135",269.32,"2,140,060",251.89,"34,159","99,913","14,002",688,"3,112,550",377.00,0.920,,,,,,
35150,NORTH DAKOTA             ,FOSTER                 ,662,"2,653,181",333.99,"2,530,242",318.51,"33,725","81,165","8,048",635,"2,950,963",387.27,0.887,,,,,,
35160,NORTH DAKOTA             ,GOLDEN VALLEY          ,348,"1,079,398",258.48,"1,014,855",243.02,"27,504","30,052","6,985",337,"1,306,197",323.00,0.916,,,,,,
35170,NORTH DAKOTA             ,GRAND FORKS            ,"6,411","25,592,800",332.67,"23,214,136",301.75,"899,104","1,188,467","291,091","5,835","24,289,529",346.89,0.943,,,,,,
35180,NORTH DAKOTA             ,GRANT                  ,505,"1,838,951",303.46,"1,746,347",288.18,"21,404","63,772","7,426",472,"2,019,464",356.54,0.857,,,,,,
35190,NORTH DAKOTA             ,GRIGGS                 ,531,"2,471,474",387.86,"2,358,653",370.16,"32,490","70,415","9,915",508,"2,093,197",343.37,0.875,,,,,,
35200,NORTH DAKOTA             ,HETTINGER              ,573,"1,706,577",248.19,"1,641,301",238.70,"21,731","38,101","5,443",546,"2,107,299",321.63,0.877,,,,,,
35210,NORTH DAKOTA             ,KIDDER                 ,358,"1,356,145",315.68,"1,262,586",293.90,"22,181","61,568","9,809",338,"1,275,428",314.45,0.949,,,,,,
35220,NORTH DAKOTA             ,LAMOURE                ,818,"3,114,494",317.29,"2,950,521",300.58,"49,553","101,638","12,781",782,"3,298,805",351.54,0.878,,,,,,
35230,NORTH DAKOTA             ,LOGAN                  ,377,"1,456,727",322.00,"1,371,462",303.15,"22,107","56,218","6,938",363,"1,504,278",345.33,0.951,,,,,,
35240,NORTH DAKOTA             ,MCHENRY                ,995,"3,349,605",280.54,"3,193,493",267.46,"40,223","98,207","17,678",942,"3,613,168",319.64,0.949,,,,,,
35250,NORTH DAKOTA             ,MCINTOSH               ,771,"3,279,398",354.45,"3,150,269",340.50,"44,803","71,005","13,319",736,"3,405,105",385.54,0.892,,,,,,
35260,NORTH DAKOTA             ,MCKENZIE               ,717,"2,480,658",288.31,"2,349,128",273.03,"36,073","82,136","13,321",658,"2,672,687",338.49,0.811,,,,,,
35270,NORTH DAKOTA             ,MCLEAN                 ,"1,674","6,533,124",325.23,"6,183,459",307.82,"91,439","226,210","32,014","1,584","6,840,120",359.85,0.899,,,,,,
35280,NORTH DAKOTA             ,MERCER                 ,"1,212","3,684,717",253.35,"3,496,948",240.44,"45,961","126,095","15,710","1,176","4,886,270",346.25,0.842,,,,,,
35290,NORTH DAKOTA             ,MORTON                 ,"3,448","12,741,887",307.95,"11,759,911",284.22,"267,681","619,140","95,153","3,245","13,419,439",344.62,0.945,,,,,,
35300,NORTH DAKOTA             ,MOUNTRAIL              ,987,"3,180,224",268.51,"2,985,322",252.05,"41,583","135,603","17,714",891,"3,167,065",296.21,0.856,,,,,,
35310,NORTH DAKOTA             ,NELSON                 ,872,"3,925,942",375.19,"3,591,072",343.18,"131,700","165,136","38,031",838,"3,365,209",334.65,0.920,,,,,,
35320,NORTH DAKOTA             ,OLIVER                 ,170,"593,965",291.16,"551,665",270.42,"8,400","29,399","4,499",162,"664,865",342.01,0.842,,,,,,
35330,NORTH DAKOTA             ,PEMBINA                ,"1,321","4,574,013",288.54,"4,233,912",267.09,"131,594","174,375","34,131","1,253","5,293,212",352.04,0.907,,,,,,
35340,NORTH DAKOTA             ,PIERCE                 ,624,"2,430,484",324.58,"2,333,290",311.60,"26,269","61,949","8,976",599,"2,597,584",361.38,0.885,,,,,,
35350,NORTH DAKOTA             ,RAMSEY                 ,"2,005","7,037,798",292.51,"6,601,938",274.39,"152,850","239,685","43,323","1,889","7,035,495",310.37,0.939,,,,,,
35360,NORTH DAKOTA             ,RANSOM                 ,962,"4,000,560",346.55,"3,823,299",331.19,"54,860","112,820","9,580",916,"3,371,196",306.70,1.017,,,,,,
35370,NORTH DAKOTA             ,RENVILLE               ,415,"1,286,880",258.41,"1,218,058",244.59,"14,109","45,784","8,928",380,"1,359,144",298.06,0.924,,,,,,
35380,NORTH DAKOTA             ,RICHLAND               ,"1,840","5,502,013",249.19,"5,175,473",234.40,"92,562","214,260","19,716","1,717","6,294,164",305.48,0.890,,,,,,
35390,NORTH DAKOTA             ,ROLETTE                ,"1,258","6,732,900",446.01,"6,434,924",426.27,"57,643","216,852","23,480","1,008","4,651,494",384.55,1.000,,,,,,
35400,NORTH DAKOTA             ,SARGENT                ,745,"2,616,073",292.63,"2,426,773",271.45,"60,697","117,011","11,590",718,"2,845,251",330.23,0.885,,,,,,
35410,NORTH DAKOTA             ,SHERIDAN               ,309,"1,437,245",387.61,"1,376,522",371.23,"14,779","40,999","4,942",288,"1,146,672",331.79,0.836,,,,,,
35420,NORTH DAKOTA             ,SIOUX                  ,255,"640,246",209.23,"559,715",182.91,"21,438","51,936","7,156",195,"761,707",325.52,0.948,,,,,,
35430,NORTH DAKOTA             ,SLOPE                  ,68,"430,335",527.37,"421,490",516.53,"1,651","6,688",505,62,"330,564",444.31,0.796,,,,,,
35440,NORTH DAKOTA             ,STARK                  ,"3,270","10,831,730",276.04,"10,390,780",264.80,"120,752","282,190","38,006","3,091","11,854,461",319.60,0.935,,,,,,
35450,NORTH DAKOTA             ,STEELE                 ,331,"853,586",214.90,"797,895",200.88,"15,684","35,183","4,821",316,"1,288,796",339.87,0.835,,,,,,
35460,NORTH DAKOTA             ,STUTSMAN               ,"2,854","9,033,907",263.78,"8,601,262",251.15,"109,744","292,468","30,431","2,648","10,340,133",325.41,0.918,,,,,,
35470,NORTH DAKOTA             ,TOWNER                 ,464,"1,631,645",293.04,"1,555,224",279.31,"24,026","45,086","7,308",434,"1,996,713",383.39,0.999,,,,,,
35480,NORTH DAKOTA             ,TRAILL                 ,"1,269","5,649,289",370.98,"5,342,528",350.84,"88,512","195,717","22,531","1,191","5,099,323",356.80,0.871,,,,,,
35490,NORTH DAKOTA             ,WALSH                  ,"1,955","7,307,345",311.48,"6,839,491",291.54,"175,123","240,391","52,339","1,812","8,334,003",383.28,0.877,,,,,,
35500,NORTH DAKOTA             ,WARD                   ,"6,848","22,649,938",275.63,"21,384,841",260.23,"363,325","751,442","150,330","6,431","25,504,374",330.49,0.949,,,,,,
35510,NORTH DAKOTA             ,WELLS                  ,"1,029","4,348,906",352.20,"4,185,938",339.00,"54,268","94,999","13,700","1,005","3,913,206",324.48,0.901,,,,,,
35520,NORTH DAKOTA             ,WILLIAMS               ,"2,806","7,810,555",231.96,"7,465,924",221.72,"106,294","206,479","31,857","2,652","9,016,763",283.33,0.862,,,,,,
36000,OHIO                     ,ADAMS                  ,"3,153","14,113,760",373.02,"12,763,827",337.35,"493,614","695,124","161,194","2,917","14,149,571",404.23,1.066,,,,,,
36010,OHIO                     ,ALLEN                  ,"11,558","55,852,485",402.70,"52,672,888",379.77,"388,855","2,652,699","138,042","10,906","49,205,377",375.98,1.037,,,,,,
36020,OHIO                     ,ASHLAND                ,"5,047","17,237,867",284.62,"15,673,865",258.80,"466,409","927,783","169,808","4,687","18,119,281",322.15,0.937,,,,,,
36030,OHIO                     ,ASHTABULA              ,"11,671","57,943,466",413.73,"52,019,006",371.43,"2,762,077","2,241,232","921,150","10,845","51,806,643",398.08,1.109,,,,,,
36040,OHIO                     ,ATHENS                 ,"4,599","20,734,932",375.71,"18,505,910",335.32,"802,950","1,078,344","347,727","4,233","17,771,780",349.87,1.015,,,,,,
36050,OHIO                     ,AUGLAIZE               ,"6,444","27,200,226",351.75,"25,640,229",331.58,"288,794","1,173,413","97,788","6,066","26,334,701",361.78,1.010,,,,,,
36060,OHIO                     ,BELMONT                ,"5,762","25,932,270",375.05,"23,682,754",342.51,"806,258","1,036,501","406,755","5,193","22,315,904",358.11,1.073,,,,,,
36070,OHIO                     ,BROWN                  ,"3,412","13,454,074",328.60,"12,007,199",293.26,"447,807","854,186","144,881","3,143","12,966,954",343.81,1.016,,,,,,
36080,OHIO                     ,BUTLER                 ,"25,863","114,063,531",367.52,"107,059,957",344.96,"2,028,642","4,266,222","708,709","23,426","103,300,040",367.47,1.013,,,,,,
36090,OHIO                     ,CARROLL                ,"1,799","6,477,076",300.03,"5,820,838",269.63,"241,502","254,311","160,422","1,614","6,408,777",330.90,0.988,,,,,,
36100,OHIO                     ,CHAMPAIGN              ,"3,138","13,101,081",347.91,"12,204,944",324.12,"227,635","582,357","86,143","2,913","11,807,246",337.77,1.024,,,,,,
36110,OHIO                     ,CLARK                  ,"11,748","55,727,751",395.30,"51,481,009",365.18,"922,941","2,883,266","440,533","10,520","47,847,934",379.02,1.097,,,,,,
36120,OHIO                     ,CLERMONT               ,"11,136","48,027,887",359.40,"44,019,109",329.41,"1,430,325","2,001,517","576,934","9,838","41,230,678",349.25,0.992,,,,,,
36130,OHIO                     ,CLINTON                ,"3,992","17,840,122",372.41,"15,868,370",331.25,"856,007","768,750","346,994","3,639","15,428,026",353.30,1.028,,,,,,
36140,OHIO                     ,COLUMBIANA             ,"12,125","51,683,226",355.21,"47,115,556",323.82,"1,663,471","2,057,907","846,290","11,167","49,826,480",371.83,1.076,,,,,,
36150,OHIO                     ,COSHOCTON              ,"4,153","21,576,812",432.96,"19,619,623",393.68,"405,130","1,394,143","157,915","3,936","16,449,554",348.27,1.033,,,,,,
36160,OHIO                     ,CRAWFORD               ,"5,761","24,980,074",361.34,"23,801,717",344.29,"412,569","623,951","141,836","5,479","25,995,745",395.38,0.997,,,,,,
36170,OHIO                     ,CUYAHOGA               ,"115,747","576,696,680",415.20,"503,213,966",362.29,"34,837,324","21,129,913","17,515,475","101,866","449,421,551",367.66,1.110,,,,,,
36190,OHIO                     ,DARKE                  ,"6,062","24,326,398",334.41,"22,109,792",303.94,"630,048","1,270,411","316,146","5,711","25,174,531",367.34,0.978,,,,,,
36200,OHIO                     ,DEFIANCE               ,"4,803","22,633,817",392.70,"20,775,803",360.47,"614,332","957,744","285,936","4,588","18,838,984",342.18,0.954,,,,,,
36210,OHIO                     ,DELAWARE               ,"8,375","30,513,805",303.62,"27,686,563",275.49,"1,012,336","1,434,764","380,139","7,319","29,265,072",333.21,0.944,,,,,,
36220,OHIO                     ,ERIE                   ,"11,174","48,202,153",359.48,"44,134,809",329.15,"1,474,927","1,843,309","749,107","10,503","46,418,180",368.29,1.027,,,,,,
36230,OHIO                     ,FAIRFIELD              ,"9,601","43,309,713",375.91,"39,983,602",347.04,"908,051","1,969,437","448,622","8,608","38,577,016",373.46,1.032,,,,,,
36240,OHIO                     ,FAYETTE                ,"2,186","9,102,113",346.99,"8,430,078",321.37,"249,899","329,204","92,930","1,996","8,545,568",356.78,1.077,,,,,,
36250,OHIO                     ,FRANKLIN               ,"67,271","295,208,584",365.70,"256,988,064",318.35,"14,511,666","17,182,275","6,526,578","57,933","255,971,217",368.20,1.039,,,,,,
36260,OHIO                     ,FULTON                 ,"4,807","17,853,964",309.51,"15,640,193",271.14,"1,017,580","746,165","450,025","4,504","18,715,428",346.27,0.980,,,,,,
36270,OHIO                     ,GALLIA                 ,"3,778","17,990,505",396.83,"16,200,297",357.34,"238,489","1,480,113","71,605","3,577","14,994,017",349.32,1.012,,,,,,
36280,OHIO                     ,GEAUGA                 ,"8,938","33,750,421",314.67,"30,955,621",288.61,"1,533,284","713,093","548,422","7,878","33,185,154",351.03,0.989,,,,,,
36290,OHIO                     ,GREENE                 ,"9,880","40,451,008",341.19,"36,238,394",305.65,"1,442,042","1,979,442","791,128","8,817","38,107,881",360.17,0.981,,,,,,
36300,OHIO                     ,GUERNSEY               ,"4,908","23,975,506",407.08,"21,875,048",371.42,"425,128","1,531,385","143,943","4,606","18,200,886",329.30,1.073,,,,,,
36310,OHIO                     ,HAMILTON               ,"69,426","302,621,212",363.24,"268,555,402",322.35,"14,424,614","13,225,662","6,415,533","61,105","262,026,103",357.34,1.029,,,,,,
36330,OHIO                     ,HANCOCK                ,"7,423","21,649,703",243.05,"20,091,675",225.56,"468,495","924,897","164,634","6,948","28,494,512",341.76,0.947,,,,,,
36340,OHIO                     ,HARDIN                 ,"3,361","15,676,811",388.69,"14,981,626",371.46,"157,089","485,748","52,347","3,179","13,579,536",355.97,0.985,,,,,,
36350,OHIO                     ,HARRISON               ,"1,933","8,857,960",381.87,"8,258,746",356.04,"216,038","273,146","110,029","1,791","8,012,997",372.84,1.077,,,,,,
36360,OHIO                     ,HENRY                  ,"3,238","13,799,352",355.14,"12,566,588",323.41,"463,027","547,074","222,662","3,057","13,381,092",364.77,0.942,,,,,,
36370,OHIO                     ,HIGHLAND               ,"3,990","17,649,626",368.62,"16,127,471",336.83,"575,414","752,087","194,652","3,725","15,366,267",343.76,0.998,,,,,,
36380,OHIO                     ,HOCKING                ,"2,812","14,666,621",434.64,"13,735,889",407.06,"263,565","564,515","102,650","2,656","10,563,553",331.44,0.981,,,,,,
36390,OHIO                     ,HOLMES                 ,"1,773","5,574,698",262.02,"5,126,359",240.95,"186,518","171,810","90,009","1,487","4,873,116",273.10,1.014,,,,,,
36400,OHIO                     ,HURON                  ,"7,887","30,856,950",326.03,"27,900,388",294.79,"1,225,820","1,279,147","451,592","7,433","31,705,006",355.45,0.974,,,,,,
36410,OHIO                     ,JACKSON                ,"3,388","16,541,081",406.85,"15,210,506",374.13,"259,731","981,220","89,623","3,176","13,987,017",367.00,1.039,,,,,,
36420,OHIO                     ,JEFFERSON              ,"8,133","45,700,715",468.26,"42,498,937",435.46,"1,003,215","1,618,234","580,327","7,594","34,878,026",382.74,1.098,,,,,,
36430,OHIO                     ,KNOX                   ,"5,942","27,349,252",383.56,"25,107,025",352.11,"710,238","1,317,813","214,175","5,526","25,575,554",385.69,0.994,,,,,,
36440,OHIO                     ,LAKE                   ,"24,051","99,883,720",346.08,"93,375,365",323.53,"3,508,951","1,569,197","1,430,206","21,452","92,142,355",357.94,1.046,,,,,,
36450,OHIO                     ,LAWRENCE               ,"7,575","33,969,771",373.70,"29,937,662",329.35,"628,014","3,180,669","223,424","7,113","31,903,075",373.76,1.057,,,,,,
36460,OHIO                     ,LICKING                ,"12,952","49,492,766",318.44,"44,856,757",288.61,"1,152,087","3,059,260","424,661","11,566","49,293,983",355.16,1.007,,,,,,
36470,OHIO                     ,LOGAN                  ,"5,224","20,519,775",327.33,"18,754,552",299.17,"570,235","1,016,727","178,260","4,874","20,093,748",343.55,0.953,,,,,,
36480,OHIO                     ,LORAIN                 ,"29,778","142,900,208",399.90,"130,962,859",366.50,"4,811,053","5,308,517","1,817,777","27,248","121,568,823",371.80,1.072,,,,,,
36490,OHIO                     ,LUCAS                  ,"33,898","183,739,720",451.70,"156,867,532",385.64,"9,934,377","11,373,748","5,564,061","30,882","136,151,585",367.40,1.093,,,,,,
36500,OHIO                     ,MADISON                ,"3,052","12,908,138",352.45,"11,262,202",307.51,"624,246","771,138","250,550","2,722","11,531,515",353.03,1.024,,,,,,
36510,OHIO                     ,MAHONING               ,"21,732","104,602,644",401.11,"94,088,026",360.79,"4,570,248","3,647,370","2,296,999","19,860","91,585,174",384.29,1.086,,,,,,
36520,OHIO                     ,MARION                 ,"6,589","32,414,131",409.95,"29,807,772",376.99,"535,488","1,892,847","178,021","6,103","27,989,755",382.19,1.045,,,,,,
36530,OHIO                     ,MEDINA                 ,"14,512","54,592,545",313.49,"50,678,823",291.02,"1,966,459","1,132,034","815,227","12,950","54,065,009",347.91,0.966,,,,,,
36540,OHIO                     ,MEIGS                  ,"2,588","13,436,446",432.65,"12,060,620",388.35,"279,667","999,568","96,589","2,470","10,679,979",360.32,1.010,,,,,,
36550,OHIO                     ,MERCER                 ,"4,458","16,788,651",313.83,"15,883,655",296.91,"241,540","573,310","90,145","4,183","16,383,069",326.38,0.952,,,,,,
36560,OHIO                     ,MIAMI                  ,"10,751","46,045,009",356.90,"41,947,795",325.15,"1,100,330","2,426,609","570,273","9,788","42,127,430",358.67,0.985,,,,,,
36570,OHIO                     ,MONROE                 ,"1,454","5,464,388",313.18,"5,080,679",291.19,"138,001","188,625","57,080","1,377","5,320,609",321.99,1.004,,,,,,
36580,OHIO                     ,MONTGOMERY             ,"47,215","217,295,026",383.52,"190,478,610",336.19,"9,574,248","10,943,041","6,299,125","41,408","191,681,231",385.76,1.060,,,,,,
36590,OHIO                     ,MORGAN                 ,"1,501","6,581,028",365.37,"6,057,483",336.30,"80,516","420,045","22,983","1,410","5,438,648",321.43,0.993,,,,,,
36600,OHIO                     ,MORROW                 ,"2,355","9,510,831",336.55,"8,817,740",312.02,"247,744","355,494","89,851","2,150","9,628,230",373.19,0.987,,,,,,
36610,OHIO                     ,MUSKINGUM              ,"10,314","47,394,393",382.93,"43,107,512",348.29,"386,717","3,766,360","133,802","9,702","39,274,096",337.34,1.084,,,,,,
36620,OHIO                     ,NOBLE                  ,"1,056","5,506,950",434.58,"5,127,650",404.64,"70,750","287,396","21,152","1,010","4,126,762",340.49,1.031,,,,,,
36630,OHIO                     ,OTTAWA                 ,"5,829","27,914,447",399.07,"24,791,393",354.43,"1,049,721","1,558,336","514,995","5,476","26,292,970",400.12,0.993,,,,,,
36640,OHIO                     ,PAULDING               ,"2,010","7,502,085",311.03,"7,103,475",294.51,"74,133","287,712","36,765","1,909","8,054,122",351.59,0.920,,,,,,
36650,OHIO                     ,PERRY                  ,"3,805","16,877,749",369.64,"15,444,201",338.24,"246,168","1,088,351","99,028","3,558","14,724,394",344.87,1.024,,,,,,
36660,OHIO                     ,PICKAWAY               ,"3,951","19,042,918",401.65,"17,117,805",361.04,"613,915","1,079,400","231,797","3,594","15,852,550",367.57,1.023,,,,,,
36670,OHIO                     ,PIKE                   ,"2,756","13,547,083",409.62,"12,514,538",378.40,"171,227","791,375","69,941","2,555","12,246,338",399.42,1.048,,,,,,
36680,OHIO                     ,PORTAGE                ,"11,548","46,400,086",334.83,"41,861,035",302.08,"2,044,397","1,486,461","1,008,192","10,112","42,978,259",354.19,1.073,,,,,,
36690,OHIO                     ,PREBLE                 ,"3,670","16,662,039",378.34,"15,102,740",342.93,"474,840","804,306","280,152","3,371","15,074,775",372.66,1.044,,,,,,
36700,OHIO                     ,PUTNAM                 ,"3,893","15,275,780",326.99,"14,333,829",306.83,"171,664","714,441","55,845","3,722","15,181,451",339.90,0.938,,,,,,
36710,OHIO                     ,RICHLAND               ,"16,049","63,096,568",327.62,"59,580,631",309.37,"1,011,171","2,191,020","313,744","15,126","65,092,482",358.61,0.982,,,,,,
36720,OHIO                     ,ROSS                   ,"7,365","37,165,076",420.51,"33,813,070",382.59,"517,443","2,688,258","146,304","6,736","30,179,872",373.37,1.027,,,,,,
36730,OHIO                     ,SANDUSKY               ,"6,065","23,766,265",326.55,"20,788,432",285.63,"1,043,239","1,506,891","427,702","5,724","23,987,619",349.23,0.990,,,,,,
36740,OHIO                     ,SCIOTO                 ,"9,184","55,175,804",500.65,"50,206,695",455.56,"810,724","3,578,466","579,917","8,746","44,983,071",428.61,1.091,,,,,,
36750,OHIO                     ,SENECA                 ,"7,464","28,882,340",322.46,"25,470,685",284.37,"1,164,750","1,691,580","555,323","7,115","27,531,894",322.46,1.021,,,,,,
36760,OHIO                     ,SHELBY                 ,"4,259","16,008,425",313.23,"14,927,953",292.09,"250,011","731,386","99,072","3,929","16,769,492",355.68,0.981,,,,,,
36770,OHIO                     ,STARK                  ,"31,661","140,566,522",369.98,"127,099,607",334.53,"5,198,529","4,606,436","3,661,948","28,143","121,118,512",358.64,1.075,,,,,,
36780,OHIO                     ,SUMMIT                 ,"41,622","204,848,873",410.14,"175,261,158",350.90,"13,346,149","7,522,994","8,718,571","36,633","154,451,544",351.35,1.107,,,,,,
36790,OHIO                     ,TRUMBULL               ,"18,733","89,573,918",398.47,"81,015,858",360.40,"3,411,225","3,610,701","1,536,133","17,270","79,126,195",381.81,1.076,,,,,,
36800,OHIO                     ,TUSCARAWAS             ,"8,600","37,473,582",363.12,"35,136,390",340.47,"750,316","1,193,012","393,862","7,787","30,993,304",331.68,1.064,,,,,,
36810,OHIO                     ,UNION                  ,"2,529","11,670,252",384.55,"10,476,296",345.21,"375,644","692,846","125,464","2,329","10,885,651",389.50,0.991,,,,,,
36820,OHIO                     ,VAN WERT               ,"2,928","12,014,642",341.95,"11,420,715",325.04,"84,858","481,171","27,896","2,764","12,215,730",368.30,1.004,,,,,,
36830,OHIO                     ,VINTON                 ,"1,170","5,415,283",385.70,"4,892,914",348.50,"115,599","360,338","46,431","1,077","4,407,015",340.99,1.024,,,,,,
