"AGED -- 2007 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) AND 2007 DEMOGRAPHIC FACTORS "
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE
PERSONS AGED 65 AND OVER

 STATE , CODE , COUNTY ,PART A ENROLLMENT ,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME ,PART A DSH ,PART A GME ,PART A DEMOG FACTORS,PART B ENROLLMENT ,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA ,PART B DEMOG FACTORS,AGED & DBLD MEAN RISK SCORES
TEXAS                    ,45873,REAL                   ,776,"2,568,546",275.83,"2,265,183",243.25,"60,525","232,887","9,951",1.009,755,"2,519,043",277.73,1.010,0.884
TEXAS                    ,45874,RED RIVER              ,"2,388","13,007,876",453.93,"12,275,982",428.39,"60,732","656,363","14,799",1.142,"2,318","13,595,928",488.61,1.099,1.139
TEXAS                    ,45875,REEVES                 ,"1,518","7,147,658",392.38,"6,307,283",346.25,"115,484","679,525","45,366",1.254,"1,485","5,742,390",322.08,1.143,0.991
TEXAS                    ,45876,REFUGIO                ,"1,268","5,137,324",337.63,"4,727,374",310.68,"29,336","369,958","10,656",1.058,"1,239","5,650,865",379.79,1.039,1.072
TEXAS                    ,45877,ROBERTS                ,101,"497,413",410.41,"437,380",360.87,"8,042","49,611","2,380",0.920,98,"435,149",367.51,0.949,0.985
TEXAS                    ,45878,ROBERTSON              ,"2,177","9,711,673",371.75,"8,727,318",334.07,"235,257","676,466","72,632",1.122,"2,075","9,548,796",383.32,1.078,0.998
TEXAS                    ,45879,ROCKWALL               ,"5,224","19,517,687",311.35,"18,532,928",295.64,"250,248","647,489","87,022",0.887,"4,891","22,321,857",380.28,0.941,0.937
TEXAS                    ,45880,RUNNELS                ,"1,916","9,163,041",398.53,"8,658,561",376.59,"42,231","451,367","10,882",1.068,"1,848","7,988,534",360.18,1.050,1.005
TEXAS                    ,45881,RUSK                   ,"5,339","25,433,086",396.97,"23,902,067",373.07,"83,578","1,396,503","50,938",1.057,"5,196","23,345,183",374.41,1.039,1.020
TEXAS                    ,45882,SABINE                 ,"2,746","11,819,848",358.70,"11,111,281",337.20,"59,569","632,507","16,491",0.941,"2,676","12,200,963",379.95,0.973,0.952
TEXAS                    ,45883,SAN AUGUSTINE          ,"1,574","7,622,695",403.57,"7,235,557",383.08,"29,140","349,136","8,862",1.165,"1,535","7,068,855",383.72,1.104,1.086
TEXAS                    ,45884,SAN JACINTO            ,"2,303","12,496,551",452.18,"11,368,668",411.37,"216,542","857,317","54,024",0.972,"2,214","10,285,235",387.10,0.987,1.070
TEXAS                    ,45885,SAN PATRICIO           ,"5,918","27,076,346",381.27,"23,813,935",335.33,"288,838","2,856,586","116,987",1.037,"5,696","26,795,837",391.98,1.029,1.054
TEXAS                    ,45886,SAN SABA               ,890,"3,243,295",303.68,"2,950,962",276.31,"61,112","213,849","17,372",1.122,864,"2,915,051",281.08,1.080,0.942
TEXAS                    ,45887,SCHLEICHER             ,363,"1,507,752",346.13,"1,421,139",326.25,"7,199","77,576","1,838",1.096,347,"1,669,702",400.41,1.080,0.970
TEXAS                    ,45888,SCURRY                 ,"2,203","10,672,975",403.73,"10,065,572",380.75,"99,876","480,341","27,186",1.031,"2,160","8,542,584",329.47,1.022,0.998
TEXAS                    ,45889,SHACKELFORD            ,514,"2,412,242",391.09,"2,273,181",368.54,"18,451","117,678","2,932",1.047,498,"1,930,479",322.77,1.036,0.954
TEXAS                    ,45890,SHELBY                 ,"3,704","16,642,621",374.43,"15,545,541",349.75,"65,420","1,008,013","23,647",1.071,"3,602","15,099,629",349.29,1.044,1.031
TEXAS                    ,45891,SHERMAN                ,369,"1,739,176",392.77,"1,623,423",366.63,"19,617","89,742","6,394",0.954,348,"1,282,897",306.84,0.978,0.975
TEXAS                    ,45892,SMITH                  ,"26,133","116,565,521",371.71,"111,292,476",354.89,"474,555","4,516,761","281,729",0.964,"25,344","112,173,909",368.84,0.983,1.014
TEXAS                    ,45893,SOMERVELL              ,883,"3,792,743",357.94,"3,578,054",337.68,"49,424","159,527","5,738",0.961,840,"3,029,846",300.31,0.984,0.951
TEXAS                    ,45900,STARR                  ,"5,895","34,788,689",491.78,"27,769,107",392.55,"98,916","6,900,491","20,175",1.332,"5,753","48,494,250",702.41,1.165,1.236
TEXAS                    ,45901,STEPHENS               ,"1,396","5,742,077",342.77,"5,472,921",326.70,"28,451","225,973","14,732",1.050,"1,369","6,185,409",376.36,1.030,1.064
TEXAS                    ,45902,STERLING               ,139,"493,018",295.57,"458,806",275.06,0,"34,212",0,1.174,136,"472,985",288.93,1.101,0.987
TEXAS                    ,45903,STONEWALL              ,314,"1,648,907",437.61,"1,596,441",423.68,"2,273","49,651",542,1.120,312,"1,342,137",358.48,1.076,0.944
TEXAS                    ,45904,SUTTON                 ,492,"2,085,551",353.24,"1,954,316",331.02,"7,216","122,160","1,859",1.102,476,"2,268,757",396.92,1.070,1.022
TEXAS                    ,45905,SWISHER                ,"1,327","6,395,212",401.61,"5,943,707",373.25,"89,201","335,073","27,231",1.026,"1,274","4,984,768",325.97,1.024,0.921
TEXAS                    ,45910,TARRANT                ,"100,351","473,794,187",393.45,"444,912,132",369.46,"4,960,169","22,073,129","1,848,757",0.959,"91,951","410,883,336",372.37,0.998,1.037
TEXAS                    ,45911,TAYLOR                 ,"15,811","61,325,571",323.22,"57,252,000",301.75,"346,110","3,638,623","88,838",0.998,"15,329","59,070,057",321.12,1.010,1.020
TEXAS                    ,45912,TERRELL                ,182,"692,218",316.95,"609,461",279.06,"9,765","70,742","2,250",1.079,179,"491,855",228.77,1.050,0.806
TEXAS                    ,45913,TERRY                  ,"1,658","9,262,945",465.57,"8,703,633",437.46,"99,381","426,141","33,790",1.086,"1,625","6,971,571",357.39,1.061,1.038
TEXAS                    ,45920,THROCKMORTON           ,345,"1,544,375",373.04,"1,478,602",357.15,"7,939","55,383","2,451",0.996,339,"1,601,806",393.47,1.014,0.973
TEXAS                    ,45921,TITUS                  ,"3,174","17,132,600",449.82,"16,039,834",421.13,"33,946","1,044,170","14,650",1.016,"3,047","15,191,587",415.39,1.022,1.076
TEXAS                    ,45930,TOM GREEN              ,"13,822","57,804,597",348.51,"53,560,259",322.92,"133,247","4,082,086","29,005",1.043,"13,482","49,941,903",308.69,1.035,1.018
TEXAS                    ,45940,TRAVIS                 ,"56,208","231,945,029",343.88,"217,839,475",322.97,"1,124,133","12,563,866","417,555",0.957,"52,361","212,953,205",338.92,0.986,0.969
TEXAS                    ,45941,TRINITY                ,"2,793","14,033,924",418.72,"13,013,150",388.27,"213,405","774,493","32,876",0.984,"2,710","13,191,751",405.58,0.995,1.012
TEXAS                    ,45942,TYLER                  ,"3,129","14,070,747",374.74,"13,187,443",351.22,"104,715","753,972","24,617",0.980,"3,050","13,827,458",377.77,0.999,1.036
TEXAS                    ,45943,UPSHUR                 ,"4,939","22,203,516",374.63,"20,894,030",352.53,"75,888","1,186,777","46,821",0.967,"4,764","20,418,257",357.14,0.988,1.043
TEXAS                    ,45944,UPTON                  ,416,"3,648,188",730.81,"3,469,021",694.92,"26,368","137,879","14,920",1.064,401,"1,817,475",377.70,1.036,0.917
TEXAS                    ,45945,UVALDE                 ,"3,340","11,605,880",289.57,"10,158,345",253.45,"144,901","1,260,490","42,144",1.198,"3,227","11,566,998",298.64,1.119,0.993
TEXAS                    ,45946,VAL VERDE              ,"4,565","13,745,961",250.93,"12,366,843",225.75,"74,753","1,281,196","23,169",1.248,"4,342","14,770,233",283.42,1.153,0.958
TEXAS                    ,45947,VAN ZANDT              ,"7,514","34,095,022",378.13,"32,274,293",357.94,"240,407","1,480,714","99,608",0.986,"7,308","30,349,614",346.07,0.998,1.009
TEXAS                    ,45948,VICTORIA               ,"10,609","50,318,360",395.25,"46,545,264",365.61,"222,049","3,488,937","62,110",0.996,"10,332","42,881,622",345.84,1.000,0.996
TEXAS                    ,45949,WALKER                 ,"5,453","23,939,613",365.85,"22,005,730",336.29,"494,117","1,339,820","99,946",0.965,"5,205","23,027,223",368.64,0.988,0.960
TEXAS                    ,45950,WALLER                 ,"2,797","13,086,192",389.89,"12,353,033",368.04,"140,377","549,172","43,610",0.980,"2,626","11,371,226",360.79,0.998,0.965
TEXAS                    ,45951,WARD                   ,"1,424","6,836,911",400.10,"6,038,238",353.36,"129,512","625,736","43,425",1.056,"1,395","5,183,577",309.63,1.036,0.965
TEXAS                    ,45952,WASHINGTON             ,"5,229","17,188,654",273.93,"15,599,437",248.60,"308,187","1,203,843","77,187",1.009,"5,052","16,764,506",276.48,1.009,0.848
TEXAS                    ,45953,WEBB                   ,"16,679","69,113,590",345.31,"53,249,456",266.05,"267,493","15,518,810","77,831",1.257,"15,440","81,023,760",437.30,1.167,1.045
TEXAS                    ,45954,WHARTON                ,"5,339","26,319,181",410.80,"24,207,810",377.85,"422,698","1,564,255","124,418",1.061,"5,232","23,604,360",375.91,1.034,1.064
TEXAS                    ,45955,WHEELER                ,949,"5,636,748",494.97,"5,358,874",470.57,"51,032","211,722","15,120",1.031,923,"4,317,555",389.81,1.033,0.934
TEXAS                    ,45960,WICHITA                ,"16,723","73,636,675",366.94,"68,876,992",343.22,"1,116,280","3,249,855","393,548",0.992,"16,240","68,121,357",349.55,1.010,1.089
TEXAS                    ,45961,WILBARGER              ,"2,018","8,900,175",367.53,"8,401,204",346.93,"112,068","354,948","31,955",1.074,"1,955","9,369,609",399.30,1.054,1.007
TEXAS                    ,45962,WILLACY                ,"2,195","12,578,830",477.56,"10,154,024",385.50,"105,049","2,275,469","44,288",1.344,"2,159","13,706,991",529.06,1.190,1.283
TEXAS                    ,45970,WILLIAMSON             ,"23,550","92,049,419",325.72,"85,555,739",302.75,"1,847,346","4,158,371","487,963",0.893,"22,215","89,683,986",336.42,0.948,0.892
TEXAS                    ,45971,WILSON                 ,"3,280","14,253,944",362.14,"13,234,773",336.25,"33,767","973,274","12,130",1.045,"3,130","12,255,351",326.21,1.027,0.995
TEXAS                    ,45972,WINKLER                ,782,"4,547,884",484.64,"4,061,197",432.78,"77,254","384,394","25,039",1.080,768,"2,847,580",308.81,1.049,1.039
TEXAS                    ,45973,WISE                   ,"5,441","28,916,648",442.88,"27,673,181",423.84,"130,520","1,074,081","38,866",0.936,"5,228","21,676,706",345.52,0.974,0.942
TEXAS                    ,45974,WOOD                   ,"8,311","34,530,083",346.23,"32,935,460",330.24,"151,781","1,365,181","77,661",0.948,"8,061","32,132,797",332.16,0.977,0.992
TEXAS                    ,45980,YOAKUM                 ,771,"3,850,254",416.15,"3,695,542",399.43,"38,455","105,929","10,328",1.046,751,"3,218,743",357.08,1.029,0.939
TEXAS                    ,45981,YOUNG                  ,"3,255","14,967,951",383.20,"14,184,258",363.14,"110,664","638,988","34,041",1.016,"3,179","14,975,517",392.48,1.019,1.061
TEXAS                    ,45982,ZAPATA                 ,"1,146","5,169,309",375.90,"3,983,733",289.68,"17,254","1,164,209","4,113",1.269,"1,117","6,798,429",507.08,1.156,1.101
TEXAS                    ,45983,ZAVALA                 ,"1,166","4,272,573",305.36,"3,719,563",265.83,"57,396","478,882","16,732",1.338,"1,134","4,601,211",337.85,1.176,0.990
UTAH                     ,46000,BEAVER                 ,695,"2,655,241",318.37,"2,495,456",299.22,"14,919","140,825","4,041",0.970,660,"2,103,035",265.27,0.995,0.874
UTAH                     ,46010,BOX ELDER              ,"3,967","12,563,278",263.91,"11,752,365",246.88,"221,432","534,536","54,945",0.902,"3,759","10,625,586",235.52,0.948,0.856
UTAH                     ,46020,CACHE                  ,"5,567","17,679,454",264.65,"16,612,217",248.67,"257,749","747,486","62,002",0.909,"5,178","17,737,828",285.47,0.959,0.914
UTAH                     ,46030,CARBON                 ,"2,117","9,428,175",371.13,"8,663,834",341.04,"173,693","552,613","38,035",0.930,"2,037","7,391,254",302.30,0.968,0.959
UTAH                     ,46040,DAGGETT                ,128,"373,737",243.32,"335,491",218.42,"15,191","19,613","3,442",0.842,119,"377,258",262.53,0.919,0.781
UTAH                     ,46050,DAVIS                  ,"16,066","53,424,991",277.11,"50,251,670",260.65,"1,164,735","1,686,702","321,884",0.872,"14,657","46,922,342",266.77,0.937,0.889
UTAH                     ,46060,DUCHESNE               ,"1,542","4,643,396",250.94,"4,114,669",222.37,"182,779","307,837","38,111",0.881,"1,425","3,877,900",226.78,0.936,0.809
UTAH                     ,46070,EMERY                  ,"1,043","4,316,446",344.87,"3,964,666",316.77,"85,661","244,056","22,063",0.905,"1,006","3,606,048",298.64,0.948,0.875
UTAH                     ,46080,GARFIELD               ,677,"1,853,450",228.15,"1,719,425",211.65,"30,439","98,203","5,383",0.890,653,"1,908,328",243.25,0.933,0.831
UTAH                     ,46090,GRAND                  ,991,"3,128,363",263.06,"2,930,862",246.46,"79,861","97,679","19,961",0.905,945,"2,654,079",234.03,0.949,0.928
UTAH                     ,46100,IRON                   ,"3,472","10,605,419",254.55,"9,926,719",238.26,"78,988","576,019","23,693",0.882,"3,284","11,130,061",282.40,0.937,0.885
UTAH                     ,46110,JUAB                   ,776,"3,302,312",354.63,"3,150,012",338.27,"42,683","102,177","7,440",0.936,740,"2,333,814",262.73,0.968,0.873
UTAH                     ,46120,KANE                   ,"1,001","3,312,633",275.78,"3,095,703",257.72,"26,940","182,818","7,172",0.885,951,"2,884,097",252.64,0.937,0.764
UTAH                     ,46130,MILLARD                ,"1,237","5,513,638",371.44,"5,181,534",349.07,"101,702","211,298","19,104",0.933,"1,189","3,651,269",255.78,0.966,0.896
UTAH                     ,46140,MORGAN                 ,764,"2,596,972",283.26,"2,437,050",265.82,"47,049","101,802","11,071",0.847,719,"2,118,665",245.24,0.913,0.846
UTAH                     ,46150,PIUTE                  ,229,"593,718",216.05,"552,154",200.93,"6,926","32,776","1,862",0.874,220,"744,346",280.99,0.926,0.885
UTAH                     ,46160,RICH                   ,246,"1,128,532",382.29,"1,025,013",347.23,"45,706","50,700","7,113",0.881,232,"833,635",299.33,0.927,0.829
UTAH                     ,46170,SALT LAKE              ,"57,501","215,291,141",312.01,"199,566,079",289.22,"7,227,653","6,432,466","2,064,943",0.904,"52,780","174,819,337",276.01,0.965,0.937
UTAH                     ,46180,SAN JUAN               ,983,"2,682,198",227.38,"2,522,195",213.82,"32,918","116,558","10,527",1.078,"1,023","2,810,771",228.89,1.083,0.925
UTAH                     ,46190,SANPETE                ,"2,290","8,484,069",308.74,"8,023,873",291.99,"119,774","310,925","29,497",0.884,"2,136","6,772,101",264.20,0.938,0.829
UTAH                     ,46200,SEVIER                 ,"2,249","8,310,506",307.93,"7,796,607",288.89,"101,296","387,197","25,406",0.917,"2,150","6,739,815",261.20,0.955,0.902
UTAH                     ,46210,SUMMIT                 ,"1,742","6,072,263",290.48,"5,505,918",263.39,"273,702","217,712","74,931",0.832,"1,617","5,219,351",268.98,0.902,0.811
UTAH                     ,46220,TOOELE                 ,"3,272","10,328,723",263.06,"9,293,273",236.69,"427,356","497,665","110,429",0.863,"2,958","10,156,298",286.04,0.931,0.896
UTAH                     ,46230,UINTAH                 ,"2,199","5,588,230",211.77,"5,073,196",192.25,"151,438","328,125","35,471",0.903,"2,058","5,578,782",225.81,0.946,0.853
UTAH                     ,46240,UTAH                   ,"20,457","79,831,922",325.20,"74,468,768",303.35,"1,217,936","3,849,792","295,426",0.890,"18,996","73,425,332",322.11,0.951,0.946
UTAH                     ,46250,WASATCH                ,"1,540","4,131,129",223.55,"3,809,126",206.12,"111,269","181,563","29,171",0.854,"1,452","4,157,315",238.60,0.924,0.848
UTAH                     ,46260,WASHINGTON             ,"14,942","56,983,645",317.80,"54,544,610",304.20,"275,471","2,086,209","77,355",0.885,"14,372","51,062,329",296.07,0.936,0.890
UTAH                     ,46270,WAYNE                  ,337,"936,975",231.70,"863,158",213.44,"17,852","50,650","5,315",0.893,322,"1,001,848",259.21,0.932,0.875
UTAH                     ,46280,WEBER                  ,"16,907","62,684,654",308.97,"58,276,655",287.24,"1,101,137","2,983,183","323,679",0.913,"15,634","51,726,392",275.70,0.962,0.927
VERMONT                  ,47000,ADDISON                ,"4,229","13,375,778",263.57,"11,590,981",228.40,"1,038,205","496,243","250,349",1.099,"3,986","13,070,204",273.21,1.061,0.923
VERMONT                  ,47010,BENNINGTON             ,"6,054","22,744,544",313.08,"20,657,076",284.34,"1,076,622","753,838","257,008",1.099,"5,809","19,178,583",275.10,1.069,0.952
VERMONT                  ,47020,CALEDONIA              ,"4,234","15,004,041",295.31,"13,289,671",261.57,"1,183,402","316,986","213,982",1.151,"4,077","12,890,572",263.43,1.087,0.910
VERMONT                  ,47030,CHITTENDEN             ,"15,071","53,475,415",295.69,"40,286,634",222.76,"7,237,521","3,708,726","2,242,534",1.023,"14,398","45,189,283",261.55,1.025,0.895
VERMONT                  ,47040,ESSEX                  ,"1,161","4,403,933",316.10,"3,987,685",286.22,"295,982","72,446","47,820",1.098,"1,094","3,213,396",244.64,1.065,0.868
VERMONT                  ,47050,FRANKLIN               ,"5,076","17,362,476",285.04,"14,418,479",236.71,"1,395,801","1,217,045","331,151",1.155,"4,893","16,707,139",284.53,1.093,0.966
VERMONT                  ,47060,GRAND ISLE             ,997,"3,177,636",265.60,"2,459,425",205.57,"381,109","232,437","104,665",1.006,946,"3,059,863",269.33,1.007,0.847
VERMONT                  ,47070,LAMOILLE               ,"3,630","11,352,177",260.61,"9,890,474",227.05,"815,192","403,010","243,501",1.050,"3,410","10,842,200",264.90,1.036,0.932
VERMONT                  ,47080,ORANGE                 ,"3,829","15,146,776",329.65,"12,734,634",277.15,"1,646,332","447,244","318,566",1.088,"3,585","11,336,922",263.48,1.060,0.893
VERMONT                  ,47090,ORLEANS                ,"4,250","13,135,227",257.55,"11,706,902",229.55,"970,825","281,912","175,588",1.255,"4,043","12,960,625",267.11,1.149,0.979
VERMONT                  ,47100,RUTLAND                ,"9,699","41,532,965",356.85,"37,889,695",325.55,"1,678,707","1,632,172","332,391",1.120,"9,258","30,944,544",278.51,1.074,0.953
VERMONT                  ,47110,WASHINGTON             ,"8,035","25,124,077",260.57,"21,853,647",226.65,"1,788,793","1,120,263","361,374",1.076,"7,637","23,724,244",258.87,1.053,0.908
VERMONT                  ,47120,WINDHAM                ,"6,181","23,411,073",315.63,"21,334,550",287.64,"1,264,207","589,998","222,318",1.087,"5,824","16,937,837",242.35,1.062,0.921
VERMONT                  ,47130,WINDSOR                ,"9,167","34,193,401",310.84,"28,981,019",263.45,"3,646,251","798,378","767,753",1.050,"8,653","27,050,348",260.49,1.033,0.891
VIRGIN ISLANDS           ,48010,ST CROIX               ,"5,667","11,330,310",166.61,"10,606,212",155.96,"241,864","360,741","121,493",0.852,"5,148","7,939,853",128.52,0.912,0.664
VIRGIN ISLANDS           ,48020,ST THOMAS-JOHN         ,"6,001","9,560,251",132.76,"9,004,028",125.04,"177,442","290,794","87,987",0.846,"5,542","11,284,557",169.66,0.913,0.691
VIRGINIA                 ,49000,ACCOMACK               ,"5,566","23,743,316",355.48,"22,503,297",336.92,"221,455","945,351","73,213",0.965,"5,313","17,236,985",270.35,0.983,0.999
VIRGINIA                 ,49010,ALBEMARLE              ,"7,606","27,792,437",304.50,"22,499,453",246.51,"2,866,845","1,214,395","1,211,744",0.923,"7,162","22,353,135",260.07,0.967,0.933
VIRGINIA                 ,49011,ALEXANDRIA CITY        ,"14,555","56,108,874",321.25,"52,560,661",300.93,"1,075,633","2,002,173","470,407",0.941,"13,346","51,467,623",321.36,0.984,0.974
VIRGINIA                 ,49020,ALLEGHANY              ,302,"1,269,020",350.17,"1,191,965",328.91,"30,144","31,865","15,046",1.094,284,"967,159",283.12,1.080,1.001
VIRGINIA                 ,49030,AMELIA                 ,"1,398","4,371,890",260.60,"4,115,062",245.29,"83,332","147,792","25,704",0.927,"1,301","4,059,542",259.88,0.959,0.908
VIRGINIA                 ,49040,AMHERST                ,"4,117","15,652,603",316.83,"14,545,226",294.41,"330,645","667,666","109,066",0.936,"3,986","12,240,897",255.90,0.964,0.949
VIRGINIA                 ,49050,APPOMATTOX             ,"1,757","6,860,155",325.37,"6,413,578",304.19,"118,596","287,379","40,602",0.980,"1,696","4,779,810",234.86,0.990,0.944
VIRGINIA                 ,49060,ARLINGTON              ,"14,141","53,769,325",316.86,"49,307,728",290.57,"1,981,356","1,350,192","1,130,049",0.932,"12,764","46,492,776",303.53,0.976,0.977
VIRGINIA                 ,49070,AUGUSTA                ,"6,087","18,704,189",256.07,"16,451,855",225.23,"1,284,936","556,411","410,987",0.904,"5,790","16,533,850",237.95,0.945,0.926
VIRGINIA                 ,49080,BATH                   ,"1,018","5,824,060",476.76,"5,268,641",431.29,"296,201","152,557","106,661",0.885,972,"3,207,141",274.84,0.929,0.939
VIRGINIA                 ,49088,BEDFORD CITY           ,"2,668","8,720,467",272.38,"8,107,297",253.23,"187,696","344,735","80,739",0.943,"2,568","7,366,549",239.01,0.978,0.997
VIRGINIA                 ,49090,BEDFORD                ,"8,633","26,289,666",253.77,"23,568,934",227.51,"1,033,113","1,190,585","497,034",0.879,"8,272","22,765,735",229.35,0.932,0.878
VIRGINIA                 ,49100,BLAND                  ,985,"3,260,289",275.83,"2,974,302",251.63,"75,138","177,271","33,578",0.923,967,"3,262,367",281.00,0.953,1.051
VIRGINIA                 ,49110,BOTETOURT              ,"4,112","13,290,955",269.35,"12,086,760",244.95,"445,461","488,608","270,126",0.892,"3,916","10,943,732",232.84,0.937,0.895
VIRGINIA                 ,49111,BRISTOL CITY           ,"3,288","12,225,325",309.85,"10,855,036",275.12,"488,294","667,766","214,229",0.944,"3,126","10,857,213",289.37,0.972,0.972
VIRGINIA                 ,49120,BRUNSWICK              ,"2,236","9,151,567",341.07,"7,805,558",290.90,"438,028","794,396","113,585",0.986,"2,145","6,080,740",236.21,0.988,1.011
VIRGINIA                 ,49130,BUCHANAN               ,"2,657","13,606,213",426.74,"12,342,122",387.09,"291,085","888,203","84,803",0.888,"2,607","9,641,183",308.07,0.942,0.868
VIRGINIA                 ,49140,BUCKINGHAM             ,"1,570","6,320,769",335.50,"5,014,417",266.16,"671,448","363,655","271,249",0.997,"1,486","4,592,806",257.46,0.998,0.937
VIRGINIA                 ,49141,BUENA VISTA CITY       ,"1,166","3,667,072",262.08,"3,334,250",238.30,"170,492","107,008","55,322",0.936,"1,106","2,948,114",222.00,0.961,0.919
VIRGINIA                 ,49150,CAMPBELL               ,"5,483","17,324,125",263.30,"16,096,180",244.64,"362,819","752,771","112,355",0.917,"5,233","13,502,024",215.00,0.944,0.886
VIRGINIA                 ,49160,CAROLINE               ,"2,701","10,456,322",322.61,"10,126,685",312.44,"133,628","136,725","59,284",0.906,"2,509","7,957,925",264.24,0.944,0.952
VIRGINIA                 ,49170,CARROLL                ,"3,801","12,786,748",280.34,"11,407,952",250.11,"439,940","743,352","195,504",0.983,"3,684","11,860,739",268.28,0.984,0.956
VIRGINIA                 ,49180,CHARLES CITY           ,825,"2,803,977",283.23,"2,582,491",260.86,"80,659","105,210","35,617",0.863,768,"2,268,918",246.14,0.915,0.951
VIRGINIA                 ,49190,CHARLOTTE              ,"2,458","8,583,641",291.01,"7,830,945",265.49,"176,259","511,531","64,906",0.975,"2,367","6,943,976",244.45,0.981,0.952
VIRGINIA                 ,49191,CHARLOTTESVILLE CITY   ,"7,560","28,467,138",313.79,"23,037,755",253.94,"2,871,139","1,196,809","1,361,435",0.931,"7,053","21,917,772",258.97,0.967,0.981
VIRGINIA                 ,49194,CHESAPEAKE             ,"18,614","68,668,858",307.42,"63,841,383",285.81,"1,163,922","3,227,941","435,612",0.889,"17,427","62,993,416",301.21,0.942,1.040
VIRGINIA                 ,49200,CHESTERFIELD           ,"23,105","74,364,621",268.21,"69,836,091",251.88,"1,311,894","2,685,963","530,673",0.854,"21,573","65,993,298",254.92,0.923,0.886
VIRGINIA                 ,49210,CLARKE                 ,"1,751","6,887,202",327.77,"6,593,220",313.78,"92,714","170,776","30,492",0.930,"1,630","4,602,462",235.22,0.967,0.986
VIRGINIA                 ,49211,CLIFTON FORGE CITY     ,994,"5,468,345",458.45,"5,133,176",430.35,"139,377","138,614","57,178",0.974,964,"3,603,229",311.21,0.997,1.053
VIRGINIA                 ,49212,COLONIAL HEIGHTS       ,"3,431","13,825,860",335.81,"12,736,473",309.35,"253,875","745,661","89,851",0.915,"3,271","10,282,955",261.97,0.952,0.974
VIRGINIA                 ,49213,COVINGTON CITY         ,"2,507","9,766,129",324.63,"9,124,348",303.30,"262,088","292,210","87,483",0.871,"2,415","6,747,020",232.73,0.922,0.917
VIRGINIA                 ,49220,CRAIG                  ,604,"2,173,406",299.86,"2,011,928",277.58,"72,193","61,124","28,161",0.901,577,"1,486,649",214.68,0.943,0.951
VIRGINIA                 ,49230,CULPEPER               ,"4,747","18,277,210",320.86,"15,607,720",273.99,"1,328,887","875,147","465,456",0.914,"4,475","13,842,796",257.73,0.958,0.909
VIRGINIA                 ,49240,CUMBERLAND             ,792,"2,901,262",305.27,"2,696,277",283.70,"50,257","131,038","23,690",1.016,754,"2,272,776",251.08,1.010,0.955
VIRGINIA                 ,49241,DANVILLE CITY          ,"9,186","30,687,940",278.39,"27,577,947",250.18,"1,029,042","1,843,359","237,592",0.976,"8,961","29,262,828",272.13,0.984,1.043
VIRGINIA                 ,49250,DICKENSON              ,"1,801","8,598,653",397.86,"7,777,350",359.86,"215,250","512,535","93,518",0.941,"1,759","8,314,152",393.70,0.979,0.961
VIRGINIA                 ,49260,DINNIDDIE              ,"2,260","8,231,728",303.53,"7,421,305",273.65,"189,132","549,374","71,917",0.894,"2,116","6,493,989",255.74,0.939,0.957
VIRGINIA                 ,49270,EMPORIA                ,"1,363","6,540,390",399.88,"5,735,956",350.69,"222,380","514,645","67,409",0.927,"1,284","3,791,416",246.05,0.960,1.098
VIRGINIA                 ,49280,ESSEX                  ,"1,596","5,904,963",308.32,"5,677,492",296.44,"90,253","103,431","33,787",0.957,"1,530","4,367,619",237.77,0.980,1.048
VIRGINIA                 ,49288,FAIRFAX CITY           ,"9,907","30,792,273",259.01,"28,328,277",238.29,"1,038,353","916,095","509,548",0.854,"8,906","30,913,680",289.24,0.925,0.893
VIRGINIA                 ,49290,FAIRFAX                ,"64,596","207,532,279",267.73,"191,251,908",246.73,"6,775,666","6,165,792","3,338,913",0.885,"57,556","204,099,905",295.51,0.957,0.895
VIRGINIA                 ,49291,FALLS CHURCH CITY      ,"1,997","9,349,441",390.15,"8,599,830",358.86,"304,537","266,690","178,384",0.979,"1,856","7,051,347",316.59,0.973,1.069
VIRGINIA                 ,49300,FAUQUIER               ,"6,410","23,416,045",304.42,"22,272,204",289.55,"535,784","423,997","184,060",0.874,"5,904","18,783,620",265.11,0.935,0.929
VIRGINIA                 ,49310,FLOYD                  ,"1,948","5,935,291",253.91,"5,553,303",237.56,"122,692","199,384","59,912",0.941,"1,868","4,815,072",214.74,0.955,0.875
VIRGINIA                 ,49320,FLUVANNA               ,"3,248","10,158,198",260.63,"8,236,228",211.32,"1,010,198","482,559","429,213",0.872,"3,091","9,274,279",249.96,0.931,0.947
VIRGINIA                 ,49328,FRANKLIN CITY          ,"1,870","7,407,403",330.10,"6,662,401",296.90,"147,943","551,676","45,383",0.969,"1,814","5,833,939",267.94,0.980,1.074
VIRGINIA                 ,49330,FRANKLIN               ,"5,909","20,469,828",288.68,"18,617,386",262.56,"597,381","963,113","291,948",0.937,"5,679","15,726,710",230.77,0.964,0.923
