"AGED -- 2011 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) , FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B , PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES,,,,
26450,MISSOURI,HOWELL,"6,080","21,804,384",298.85,"19,056,374",261.19,"192,839","2,481,819","73,351","5,779","21,441,670",309.19,0.950,,,,
26460,MISSOURI,IRON,"1,759","7,235,793",342.80,"6,580,012",311.73,"211,408","338,928","105,444","1,692","7,695,727",379.03,1.021,,,,
26470,MISSOURI,JACKSON,"55,716","231,478,682",346.22,"211,156,872",315.82,"6,927,514","10,037,243","3,357,051","49,565","196,408,345",330.22,0.999,,,,
26480,MISSOURI,JASPER,"15,083","69,579,770",384.43,"62,954,908",347.82,"583,798","5,733,171","307,892","14,167","53,818,785",316.57,1.065,,,,
26490,MISSOURI,JEFFERSON,"15,406","73,151,755",395.69,"69,094,319",373.74,"1,367,744","1,972,553","717,137","14,195","61,360,278",360.22,1.068,,,,
26500,MISSOURI,JOHNSON,"4,665","18,195,429",325.03,"16,912,831",302.12,"429,033","683,553","170,011","4,406","17,464,385",330.31,0.931,,,,
26510,MISSOURI,KNOX,750,"3,143,938",349.33,"2,722,734",302.53,"145,130","171,477","104,596",721,"2,981,148",344.56,0.968,,,,
26520,MISSOURI,LACLEDE,"3,604","11,371,944",262.95,"10,342,982",239.16,"94,782","889,664","44,516","3,407","12,374,033",302.66,0.923,,,,
26530,MISSOURI,LAFAYETTE,"4,436","18,683,509",350.98,"17,669,659",331.94,"371,918","479,093","162,838","4,192","16,672,500",331.43,0.966,,,,
26540,MISSOURI,LAWRENCE,"3,797","14,680,157",322.19,"13,450,130",295.19,"93,795","1,101,181","35,049","3,568","13,852,028",323.52,0.924,,,,
26541,MISSOURI,LEWIS,"1,656","6,361,337",320.12,"5,894,754",296.64,"174,064","218,066","74,452","1,586","5,699,193",299.45,0.947,,,,
26560,MISSOURI,LINCOLN,"4,133","18,905,741",381.19,"17,898,250",360.88,"261,429","618,034","128,027","3,875","17,767,310",382.09,1.046,,,,
26570,MISSOURI,LINN,"2,375","11,228,266",393.97,"10,768,385",377.84,"176,505","199,034","84,341","2,269","9,851,994",361.83,1.000,,,,
26580,MISSOURI,LIVINGSTON,"2,376","12,467,261",437.26,"11,930,371",418.43,"204,541","257,685","74,661","2,263","10,149,896",373.76,1.019,,,,
26590,MISSOURI,MCDONALD,"2,018","8,609,345",355.52,"7,897,740",326.14,"76,976","601,872","32,756","1,836","6,121,189",277.83,0.945,,,,
26600,MISSOURI,MACON,"2,761","10,986,223",331.59,"10,223,048",308.56,"287,407","342,190","133,576","2,627","10,294,603",326.56,0.964,,,,
26601,MISSOURI,MADISON,"1,887","9,064,710",400.31,"8,397,066",370.83,"182,358","403,512","81,772","1,812","8,349,606",384.00,1.030,,,,
26620,MISSOURI,MARIES,"1,074","5,046,982",391.60,"4,559,091",353.75,"197,841","223,055","66,994","1,028","4,184,550",339.21,1.025,,,,
26630,MISSOURI,MARION,"4,313","17,757,449",343.10,"16,479,963",318.42,"395,978","751,401","130,105","4,098","16,758,058",340.78,1.053,,,,
26631,MISSOURI,MERCER,572,"2,270,971",330.85,"2,153,963",313.81,"41,053","60,174","15,779",548,"2,312,731",351.69,0.854,,,,
26650,MISSOURI,MILLER,"3,890","16,893,409",361.90,"15,513,029",332.33,"514,162","700,342","165,874","3,680","14,107,703",319.47,1.015,,,,
26660,MISSOURI,MISSISSIPPI,"2,066","8,381,472",338.07,"7,514,564",303.10,"35,971","810,326","20,610","1,996","8,117,964",338.93,0.944,,,,
26670,MISSOURI,MONITEAU,"1,869","7,631,818",340.28,"7,041,517",313.96,"253,458","242,436","94,405","1,774","6,143,822",288.60,0.982,,,,
26680,MISSOURI,MONROE,"1,637","6,861,585",349.30,"6,324,965",321.98,"193,996","271,862","70,761","1,556","6,414,612",343.54,0.999,,,,
26690,MISSOURI,MONTGOMERY,"1,996","8,290,522",346.13,"7,838,182",327.25,"154,802","226,138","71,399","1,915","8,448,323",367.64,1.020,,,,
26700,MISSOURI,MORGAN,"3,935","16,780,469",355.37,"15,473,147",327.68,"503,013","655,521","148,786","3,757","14,297,503",317.13,0.935,,,,
26710,MISSOURI,NEW MADRID,"2,305","10,913,155",394.55,"9,799,513",354.28,"119,075","953,440","41,125","2,211","9,692,509",365.31,1.000,,,,
26720,MISSOURI,NEWTON,"5,284","24,283,312",382.97,"22,264,446",351.13,"224,894","1,700,709","93,262","4,984","16,690,355",279.07,0.962,,,,
26730,MISSOURI,NODAWAY,"2,999","11,603,737",322.43,"10,960,811",304.57,"156,088","427,264","59,572","2,851","12,745,561",372.55,0.936,,,,
26740,MISSOURI,OREGON,"1,672","4,597,246",229.13,"3,953,815",197.06,"41,078","585,238","17,114","1,595","6,137,149",320.65,0.923,,,,
26750,MISSOURI,OSAGE,"1,687","6,705,470",331.23,"6,271,903",309.82,"188,069","180,156","65,342","1,595","6,345,547",331.53,1.032,,,,
26751,MISSOURI,OZARK,"1,550","5,253,534",282.45,"4,797,115",257.91,"45,153","397,392","13,872","1,477","4,989,535",281.51,0.855,,,,
26770,MISSOURI,PEMISCOT,"2,094","8,717,499",346.92,"7,802,129",310.50,"95,562","781,441","38,366","1,989","8,486,384",355.55,0.994,,,,
26780,MISSOURI,PERRY,"2,643","10,259,249",323.47,"9,679,820",305.20,"137,622","385,977","55,829","2,549","11,005,408",359.79,0.948,,,,
26790,MISSOURI,PETTIS,"5,585","20,014,843",298.64,"18,374,001",274.16,"426,864","1,049,111","164,866","5,313","18,526,134",290.58,0.955,,,,
26800,MISSOURI,PHELPS,"5,817","27,150,979",388.96,"24,283,799",347.89,"728,883","1,870,779","267,518","5,474","23,267,344",354.21,1.058,,,,
26810,MISSOURI,PIKE,"2,539","10,799,577",354.46,"10,108,233",331.77,"230,424","336,596","124,322","2,409","10,369,075",358.69,1.040,,,,
26820,MISSOURI,PLATTE,"7,595","28,230,570",309.75,"26,801,053",294.06,"421,784","842,030","165,701","6,936","28,243,036",339.33,0.926,,,,
26821,MISSOURI,POLK,"3,264","11,120,024",283.91,"10,098,292",257.82,"93,232","897,168","31,330","3,061","12,338,089",335.89,0.977,,,,
26840,MISSOURI,PULASKI,"3,792","16,853,774",370.38,"15,204,750",334.14,"391,648","1,109,203","148,172","3,625","14,788,934",339.98,0.977,,,,
26850,MISSOURI,PUTNAM,940,"5,618,420",498.09,"5,120,379",453.93,"194,715","231,070","72,254",900,"3,861,145",357.51,0.959,,,,
26860,MISSOURI,RALLS,"1,072","3,517,851",273.46,"3,199,572",248.72,"113,539","157,058","47,681","1,014","3,971,776",326.41,0.939,,,,
26870,MISSOURI,RANDOLPH,"3,406","15,881,323",388.56,"14,482,158",354.33,"446,739","747,801","204,623","3,213","14,116,550",366.13,1.102,,,,
26880,MISSOURI,RAY,"2,629","13,801,697",437.48,"13,475,847",427.15,"123,606","160,541","41,702","2,516","11,489,321",380.54,0.979,,,,
26881,MISSOURI,REYNOLDS,"1,042","3,811,269",304.80,"3,452,665",276.12,"86,603","228,170","43,830",993,"4,616,599",387.43,0.972,,,,
26900,MISSOURI,RIPLEY,"2,197","9,470,900",359.24,"8,219,603",311.77,"83,408","1,131,443","36,445","2,094","8,843,483",351.94,1.074,,,,
26910,MISSOURI,ST  CHARLES,"28,643","108,057,037",314.38,"100,150,364",291.38,"1,957,025","5,025,570","924,076","25,796","112,257,508",362.65,0.997,,,,
26911,MISSOURI,ST  CLAIR,"1,551","6,122,976",328.98,"5,720,550",307.36,"89,887","276,890","35,648","1,483","6,110,470",343.36,0.944,,,,
26930,MISSOURI,ST  FRANCOIS,"8,858","39,982,072",376.14,"35,754,567",336.37,"1,279,982","2,373,870","573,652","8,484","37,869,176",371.97,1.068,,,,
26940,MISSOURI,ST  LOUIS,"103,607","430,404,568",346.18,"388,253,177",312.28,"13,828,558","20,519,317","7,803,515","92,100","399,291,631",361.28,1.051,,,,
26950,MISSOURI,ST  LOUIS CITY,"21,420","123,374,640",479.98,"97,205,359",378.17,"9,787,003","10,114,071","6,268,205","18,617","82,114,266",367.56,1.144,,,,
26960,MISSOURI,STE  GENEVIEVE,"2,408","11,369,123",393.45,"10,751,299",372.07,"221,704","303,716","92,402","2,299","10,502,297",380.68,1.027,,,,
26970,MISSOURI,SALINE,"2,967","13,338,289",374.63,"12,424,156",348.95,"238,428","569,579","106,125","2,797","11,433,650",340.65,1.071,,,,
26980,MISSOURI,SCHUYLER,944,"4,753,685",419.64,"4,199,905",370.75,"186,317","253,925","113,536",903,"3,886,469",358.66,1.002,,,,
26981,MISSOURI,SCOTLAND,713,"3,991,514",466.52,"3,785,866",442.48,"75,365","88,563","41,718",688,"2,684,803",325.19,0.931,,,,
26982,MISSOURI,SCOTT,"5,961","24,736,418",345.81,"22,265,156",311.26,"223,118","2,163,087","85,056","5,745","22,177,815",321.70,0.967,,,,
26983,MISSOURI,SHANNON,995,"3,512,535",294.18,"3,194,275",267.53,"21,102","287,615","9,541",943,"3,489,619",308.38,0.893,,,,
26984,MISSOURI,SHELBY,"1,196","4,517,785",314.78,"4,242,117",295.58,"91,053","142,824","41,789","1,141","4,425,598",323.23,0.961,,,,
26985,MISSOURI,STODDARD,"4,572","17,952,842",327.22,"16,367,753",298.33,"146,569","1,378,120","60,399","4,405","17,408,129",329.33,0.968,,,,
26986,MISSOURI,STONE,"4,652","14,607,363",261.67,"13,259,147",237.52,"139,416","1,159,426","49,372","4,420","17,756,559",334.78,0.896,,,,
26987,MISSOURI,SULLIVAN,"1,075","5,082,037",393.96,"4,516,966",350.15,"214,529","249,290","101,250","1,027","4,357,076",353.54,0.976,,,,
26988,MISSOURI,TANEY,"6,674","23,657,117",295.39,"21,699,467",270.95,"202,739","1,680,291","74,618","6,235","25,505,046",340.89,0.948,,,,
26989,MISSOURI,TEXAS,"3,839","13,954,893",302.92,"12,539,595",272.20,"184,011","1,156,172","75,112","3,670","13,829,380",314.02,0.938,,,,
26990,MISSOURI,VERNON,"2,917","10,765,535",307.55,"9,774,483",279.24,"129,079","808,568","53,404","2,766","9,764,454",294.18,0.971,,,,
26991,MISSOURI,WARREN,"2,872","10,416,862",302.25,"9,663,550",280.40,"173,648","490,070","89,592","2,640","10,530,437",332.40,1.009,,,,
26992,MISSOURI,WASHINGTON,"2,819","12,766,797",377.40,"11,952,512",353.33,"310,390","368,788","135,105","2,715","12,860,874",394.75,1.056,,,,
26993,MISSOURI,WAYNE,"2,627","11,064,414",350.98,"9,389,625",297.86,"268,639","1,293,924","112,225","2,513","9,928,096",329.22,0.977,,,,
26994,MISSOURI,WEBSTER,"3,053","11,359,823",310.07,"10,212,337",278.75,"100,825","1,011,977","34,683","2,814","9,901,748",293.23,0.914,,,,
26995,MISSOURI,WORTH,459,"2,459,743",446.58,"2,353,375",427.26,"25,708","75,104","5,555",444,"1,968,851",369.53,0.878,,,,
26996,MISSOURI,WRIGHT,"2,511","8,448,851",280.39,"7,582,915",251.66,"59,077","785,164","21,693","2,384","8,661,172",302.75,0.915,,,,
27000,MONTANA,BEAVERHEAD,"1,471","4,895,947",277.36,"4,729,981",267.96,"75,830","74,305","15,830","1,389","5,970,122",358.18,0.864,,,,
27010,MONTANA,BIG HORN,"1,158","5,628,665",405.06,"5,336,020",384.00,"40,046","242,668","9,931","1,029","3,922,181",317.64,0.948,,,,
27020,MONTANA,BLAINE,730,"2,951,562",336.94,"2,755,531",314.56,"9,583","183,465","2,981",676,"2,916,144",359.49,0.926,,,,
27030,MONTANA,BROADWATER,921,"2,332,723",211.07,"2,238,621",202.55,"15,769","74,985","3,346",844,"2,940,263",290.31,0.804,,,,
27040,MONTANA,CARBON,"1,476","4,938,104",278.80,"4,620,166",260.85,"58,897","245,040","13,998","1,386","5,275,913",317.21,0.863,,,,
27050,MONTANA,CARTER,214,"990,113",385.56,"914,358",356.06,"31,513","38,467","5,774",202,"650,754",268.46,0.778,,,,
27060,MONTANA,CASCADE,"9,662","34,356,282",296.32,"32,154,476",277.33,"97,447","2,074,919","29,439","9,134","33,333,587",304.12,0.950,,,,
27070,MONTANA,CHOUTEAU,756,"2,958,529",326.12,"2,824,739",311.37,"5,829","126,711","1,248",731,"3,038,384",346.37,0.988,,,,
27080,MONTANA,CUSTER,"1,694","5,690,504",279.93,"5,484,678",269.81,"34,336","165,387","6,102","1,586","5,968,386",313.60,0.957,,,,
27090,MONTANA,DANIELS,399,"1,342,489",280.39,"1,276,166",266.53,"7,625","56,801","1,896",375,"1,672,075",371.57,0.867,,,,
27100,MONTANA,DAWSON,"1,358","4,112,338",252.35,"3,908,002",239.81,"66,255","130,255","7,824","1,311","4,859,757",308.91,0.783,,,,
27110,MONTANA,DEER LODGE,"1,511","6,015,205",331.75,"5,912,875",326.10,"7,753","92,337","2,238","1,418","5,496,686",323.03,0.887,,,,
27120,MONTANA,FALLON,445,"2,256,418",422.55,"2,200,541",412.09,"6,888","47,271","1,718",426,"1,974,624",386.27,0.886,,,,
27130,MONTANA,FERGUS,"2,124","5,863,640",230.05,"5,562,551",218.24,"58,661","230,692","11,734","2,037","6,997,942",286.28,0.886,,,,
27140,MONTANA,FLATHEAD,"11,634","31,986,274",229.11,"30,060,367",215.32,"191,927","1,687,256","46,722","10,867","40,767,574",312.63,0.874,,,,
27150,MONTANA,GALLATIN,"7,678","19,295,976",209.43,"18,573,227",201.58,"273,067","388,482","61,199","7,082","26,242,449",308.79,0.843,,,,
27160,MONTANA,GARFIELD,207,"528,265",212.67,"497,649",200.34,"4,585","25,019","1,010",203,"728,013",298.86,0.869,,,,
27170,MONTANA,GLACIER,"1,248","5,486,121",366.33,"5,126,201",342.29,"4,511","352,825","2,582","1,078","4,591,567",354.94,1.016,,,,
27180,MONTANA,GOLDEN VALLEY,164,"868,486",441.30,"803,785",408.43,"11,517","51,008","2,174",156,"662,241",353.76,0.833,,,,
27190,MONTANA,GRANITE,508,"1,540,846",252.76,"1,485,628",243.71,"1,405","52,885",927,477,"1,690,477",295.33,0.819,,,,
27200,MONTANA,HILL,"1,875","4,585,546",203.80,"4,263,363",189.48,"7,649","311,627","2,905","1,806","5,991,140",276.45,0.930,,,,
27210,MONTANA,JEFFERSON,"1,519","3,933,556",215.80,"3,768,181",206.72,"28,130","130,518","6,726","1,399","4,479,394",266.82,0.767,,,,
27220,MONTANA,JUDITH BASIN,313,"1,472,253",391.97,"1,392,745",370.81,"5,881","72,160","1,465",296,"1,176,526",331.23,0.920,,,,
27230,MONTANA,LAKE,"3,761","12,150,877",269.23,"11,608,437",257.21,"81,113","437,290","24,036","3,494","14,200,422",338.69,0.870,,,,
27240,MONTANA,LEWIS AND CLARK,"7,483","17,317,695",192.86,"16,438,204",183.06,"127,253","724,242","27,995","6,826","23,094,524",281.94,0.846,,,,
27250,MONTANA,LIBERTY,483,"2,960,687",510.82,"2,862,752",493.92,"15,717","80,067","2,149",489,"2,316,048",394.69,0.973,,,,
27260,MONTANA,LINCOLN,"3,033","8,357,780",229.63,"7,989,644",219.52,"36,742","319,985","11,407","2,864","9,841,295",286.35,0.863,,,,
27270,MONTANA,MCCONE,281,"958,346",284.21,"935,452",277.42,"4,923","16,795","1,174",268,"851,873",264.89,0.833,,,,
27280,MONTANA,MADISON,"1,298","4,015,702",257.81,"3,913,360",251.24,"25,479","72,621","4,240","1,215","4,594,123",315.10,0.841,,,,
27290,MONTANA,MEAGHER,370,"2,425,196",546.22,"2,369,189",533.60,"7,398","45,498","3,110",362,"1,564,116",360.06,0.928,,,,
27300,MONTANA,MINERAL,906,"2,289,711",210.61,"2,212,389",203.49,"4,481","71,669","1,170",868,"2,941,857",282.44,0.856,,,,
27310,MONTANA,MISSOULA,"11,493","29,493,006",213.85,"27,582,472",199.99,"192,082","1,668,455","49,996","10,720","34,949,076",271.68,0.886,,,,
27320,MONTANA,MUSSELSHELL,713,"2,266,599",264.91,"2,117,460",247.48,"24,198","118,845","6,094",665,"2,519,413",315.72,0.854,,,,
27330,MONTANA,PARK,"2,353","7,263,465",257.24,"7,022,914",248.72,"44,881","182,570","13,098","2,220","8,213,514",308.32,0.833,,,,
27340,MONTANA,PETROLEUM,74,"166,207",187.17,"158,217",178.17,858,"6,967",163,72,"334,525",387.18,0.776,,,,
27350,MONTANA,PHILLIPS,752,"2,763,987",306.29,"2,634,936",291.99,"11,190","115,304","2,554",721,"2,936,946",339.45,0.847,,,,
27360,MONTANA,PONDERA,890,"2,821,020",264.14,"2,709,351",253.68,"4,954","105,627","1,086",878,"3,448,931",327.35,0.950,,,,
27370,MONTANA,POWDER RIVER,260,"867,878",278.17,"811,898",260.22,"8,461","45,453","2,064",244,"819,005",279.71,0.801,,,,
27380,MONTANA,POWELL,998,"3,151,521",263.15,"3,050,227",254.69,856,"100,038",399,929,"3,230,512",289.78,0.822,,,,
27390,MONTANA,PRAIRIE,259,"1,187,289",382.01,"1,137,837",366.10,"13,580","32,980","2,890",253,"885,149",291.55,0.849,,,,
27400,MONTANA,RAVALLI,"6,692","16,398,384",204.20,"15,412,979",191.93,"86,413","871,048","27,943","6,283","21,029,897",278.93,0.820,,,,
27410,MONTANA,RICHLAND,"1,479","5,118,741",288.41,"4,886,146",275.31,"55,468","168,453","8,673","1,413","5,819,868",343.23,0.907,,,,
27420,MONTANA,ROOSEVELT,"1,127","3,898,683",288.28,"3,734,152",276.11,"26,222","131,917","6,391","1,036","3,696,394",297.33,0.898,,,,
27430,MONTANA,ROSEBUD,"1,000","3,655,184",304.60,"3,443,373",286.95,"29,375","175,939","6,495",889,"3,200,117",299.97,0.863,,,,
27440,MONTANA,SANDERS,"2,178","5,875,602",224.81,"5,594,902",214.07,"40,095","228,941","11,662","2,041","6,992,253",285.49,0.795,,,,
27450,MONTANA,SHERIDAN,772,"2,031,380",219.28,"1,968,674",212.51,"6,554","53,985","2,165",737,"2,623,674",296.66,0.850,,,,
27460,MONTANA,SILVER BOW,"4,642","16,953,717",304.35,"16,317,335",292.93,"107,072","514,905","14,403","4,354","13,411,012",256.68,0.918,,,,
27470,MONTANA,STILLWATER,"1,259","4,687,499",310.27,"4,398,975",291.17,"48,709","229,100","10,714","1,174","4,613,787",327.50,0.828,,,,
27480,MONTANA,SWEET GRASS,624,"1,750,209",233.74,"1,647,642",220.04,"17,579","81,878","3,108",599,"1,899,313",264.23,0.859,,,,
27490,MONTANA,TETON,802,"3,096,730",321.77,"2,966,179",308.21,"4,233","124,933","1,383",783,"3,063,571",326.05,0.866,,,,
27500,MONTANA,TOOLE,402,"2,337,100",484.47,"2,269,720",470.51,"2,039","64,314","1,026",408,"1,418,032",289.63,0.854,,,,
27510,MONTANA,TREASURE,162,"585,090",300.97,"554,409",285.19,"4,748","24,991",941,151,"527,666",291.21,0.804,,,,
27520,MONTANA,VALLEY,"1,429","5,920,128",345.24,"5,664,018",330.30,"45,927","201,855","8,326","1,370","5,206,842",316.72,0.772,,,,
27530,MONTANA,WHEATLAND,351,"1,657,483",393.51,"1,603,039",380.59,"8,136","44,523","1,784",352,"1,411,509",334.16,0.868,,,,
27540,MONTANA,WIBAUX,195,"570,648",243.87,"537,246",229.59,"4,223","28,609",569,180,"587,668",272.07,0.840,,,,
27550,MONTANA,YELLOWSTONE,"16,226","50,402,765",258.86,"46,034,536",236.42,"664,987","3,529,824","173,416","15,092","57,845,170",319.40,0.930,,,,
28000,NEBRASKA,ADAMS,"4,200","18,344,082",363.97,"17,780,795",352.79,"126,572","394,427","42,287","3,958","16,461,999",346.60,0.989,,,,
28010,NEBRASKA,ANTELOPE,"1,158","5,224,831",376.00,"5,069,683",364.83,"49,403","88,643","17,100","1,113","5,788,769",433.42,0.893,,,,
28020,NEBRASKA,ARTHUR,102,"385,339",314.82,"366,730",299.62,"3,245","12,883","2,480",96,"302,149",262.28,0.847,,,,
28030,NEBRASKA,BANNER,70,"292,557",348.28,"281,939",335.64,"1,069","9,357",191,67,"218,463",271.72,0.824,,,,
28040,NEBRASKA,BLAINE,91,"415,255",380.27,"385,505",353.03,"9,273","18,479","1,997",87,"357,265",342.21,0.894,,,,
28050,NEBRASKA,BOONE,"1,134","4,556,593",334.85,"4,336,569",318.68,"72,187","113,133","34,702","1,089","4,811,147",368.16,0.864,,,,
28060,NEBRASKA,BOX BUTTE,"1,535","7,393,401",401.38,"7,129,964",387.08,"28,797","226,760","7,877","1,465","6,106,737",347.37,0.950,,,,
28070,NEBRASKA,BOYD,558,"3,332,791",497.73,"3,247,105",484.93,"10,896","68,982","5,805",543,"2,596,013",398.41,0.946,,,,
28080,NEBRASKA,BROWN,706,"3,849,676",454.40,"3,725,992",439.80,"27,386","87,546","8,751",670,"3,220,946",400.62,0.901,,,,
28090,NEBRASKA,BUFFALO,"4,942","19,511,814",329.01,"18,724,874",315.74,"94,210","657,264","35,464","4,631","17,478,597",314.52,0.897,,,,
28100,NEBRASKA,BURT,"1,381","6,355,544",383.51,"5,953,093",359.23,"157,165","189,169","56,115","1,313","6,757,928",428.91,0.882,,,,
28110,NEBRASKA,BUTLER,"1,462","5,878,179",335.05,"5,682,415",323.90,"35,953","147,985","11,825","1,390","4,596,584",275.57,0.855,,,,
28120,NEBRASKA,CASS,"3,106","12,099,319",324.62,"11,124,282",298.46,"350,337","479,573","145,126","2,896","11,288,269",324.82,0.899,,,,
28130,NEBRASKA,CEDAR,"1,278","4,846,899",316.05,"4,630,968",301.97,"27,983","176,335","11,611","1,205","4,700,278",325.05,0.923,,,,
28140,NEBRASKA,CHASE,781,"3,535,747",377.27,"3,411,279",363.99,"24,105","84,551","15,811",759,"4,216,087",462.90,0.973,,,,
28150,NEBRASKA,CHERRY,"1,089","4,255,852",325.67,"4,077,044",311.99,"32,430","136,385","9,991","1,038","4,595,831",368.97,0.930,,,,
28160,NEBRASKA,CHEYENNE,"1,470","5,664,520",321.12,"5,498,588",311.71,"26,451","130,620","8,859","1,357","5,122,269",314.56,0.878,,,,
28170,NEBRASKA,CLAY,"1,209","4,199,095",289.43,"4,071,534",280.64,"28,698","87,291","11,570","1,145","4,466,611",325.08,0.911,,,,
28180,NEBRASKA,COLFAX,"2,200","10,556,926",399.88,"10,080,688",381.84,"148,301","258,284","69,651","2,077","9,559,234",383.54,0.920,,,,
28190,NEBRASKA,CUMING,"1,601","5,567,133",289.77,"5,276,904",274.67,"122,407","121,979","45,843","1,516","6,250,098",343.56,0.839,,,,
28200,NEBRASKA,CUSTER,"2,014","9,355,947",387.12,"9,072,577",375.40,"49,155","220,347","13,866","1,935","8,619,189",371.20,0.941,,,,
28210,NEBRASKA,DAKOTA,"1,193","4,095,943",286.11,"3,782,261",264.20,"77,165","196,484","40,031","1,077","3,882,613",300.42,0.929,,,,
28220,NEBRASKA,DAWES,"1,220","3,546,332",242.24,"3,382,978",231.08,"24,331","132,838","6,183","1,137","3,213,635",235.53,0.764,,,,
28230,NEBRASKA,DAWSON,"2,709","12,007,478",369.37,"11,638,432",358.02,"74,620","274,505","19,920","2,502","10,600,107",353.05,0.920,,,,
28240,NEBRASKA,DEUEL,400,"1,242,369",258.83,"1,160,003",241.67,"29,154","47,916","5,294",381,"1,182,382",258.61,0.837,,,,
28250,NEBRASKA,DIXON,"1,097","3,646,121",276.98,"3,446,652",261.82,"61,837","116,446","21,184",943,"3,250,676",287.26,0.928,,,,
28260,NEBRASKA,DODGE,"5,942","24,150,951",338.70,"23,129,269",324.38,"445,778","428,176","147,726","5,638","23,334,997",344.91,0.971,,,,
28270,NEBRASKA,DOUGLAS,"45,602","185,220,513",338.47,"168,029,678",307.06,"6,261,317","7,919,467","3,010,049","41,102","163,307,662",331.10,0.951,,,,
28280,NEBRASKA,DUNDY,398,"2,212,601",463.27,"2,149,598",450.08,"19,084","38,922","4,996",386,"1,964,148",424.04,0.878,,,,
28290,NEBRASKA,FILLMORE,"1,224","4,957,039",337.49,"4,795,460",326.49,"17,640","135,452","8,485","1,177","5,448,121",385.73,0.936,,,,
28300,NEBRASKA,FRANKLIN,673,"2,608,191",322.96,"2,557,539",316.68,"7,213","41,953","1,484",651,"2,696,690",345.20,0.967,,,,
28310,NEBRASKA,FRONTIER,453,"2,202,601",405.19,"2,116,280",389.31,"9,173","73,560","3,587",432,"2,250,655",434.15,0.882,,,,
28320,NEBRASKA,FURNAS,"1,068","4,528,153",353.32,"4,401,645",343.45,"15,811","106,143","4,553","1,015","4,749,092",389.91,0.982,,,,
28330,NEBRASKA,GAGE,"3,851","13,464,757",291.37,"12,766,675",276.26,"89,397","577,056","31,628","3,662","14,473,358",329.36,0.958,,,,
28340,NEBRASKA,GARDEN,521,"1,936,282",309.71,"1,864,872",298.28,"7,747","60,658","3,005",492,"2,353,497",398.63,0.849,,,,
28350,NEBRASKA,GARFIELD,505,"2,508,307",413.91,"2,439,328",402.53,"7,944","58,765","2,269",480,"2,341,327",406.48,0.887,,,,
28360,NEBRASKA,GOSPER,382,"1,380,003",301.05,"1,336,777",291.62,"7,461","33,938","1,826",372,"1,489,306",333.63,0.925,,,,
28370,NEBRASKA,GRANT,139,"343,320",205.83,"325,343",195.05,649,"17,019",307,131,"460,361",292.85,0.784,,,,
28380,NEBRASKA,GREELEY,523,"2,267,765",361.34,"2,185,888",348.29,"17,632","54,370","9,872",497,"2,613,173",438.16,0.922,,,,
28390,NEBRASKA,HALL,"7,171","24,426,172",283.85,"23,289,974",270.65,"182,754","909,629","43,814","6,653","25,575,186",320.35,0.954,,,,
28400,NEBRASKA,HAMILTON,"1,311","4,255,027",270.47,"4,074,900",259.02,"31,745","140,944","7,436","1,227","5,079,683",344.99,0.858,,,,
28410,NEBRASKA,HARLAN,602,"3,544,726",490.69,"3,418,661",473.24,"28,785","90,361","6,917",578,"3,266,988",471.02,0.938,,,,
28420,NEBRASKA,HAYES,82,"186,899",189.94,"181,875",184.83,110,"4,863",49,77,"345,749",374.19,1.002,,,,
28430,NEBRASKA,HITCHCOCK,662,"3,375,375",424.90,"3,277,468",412.57,"18,822","73,754","5,329",635,"3,178,380",417.11,0.963,,,,
28440,NEBRASKA,HOLT,"1,976","10,533,328",444.22,"10,215,224",430.80,"102,764","181,732","33,606","1,914","9,200,588",400.58,0.917,,,,
28450,NEBRASKA,HOOKER,188,"467,481",207.22,"447,590",198.40,"3,575","14,873","1,440",178,"623,325",291.82,0.997,,,,
28460,NEBRASKA,HOWARD,"1,075","4,423,939",342.94,"4,262,337",330.41,"31,077","118,669","11,854","1,014","4,857,081",399.17,1.015,,,,
28470,NEBRASKA,JEFFERSON,"1,449","4,636,807",266.67,"4,400,664",253.09,"31,199","195,071","9,871","1,379","5,473,197",330.75,0.870,,,,
28480,NEBRASKA,JOHNSON,846,"3,884,948",382.68,"3,754,772",369.86,"14,845","108,154","7,176",775,"3,642,380",391.65,0.976,,,,
28490,NEBRASKA,KEARNEY,965,"4,455,121",384.73,"4,323,212",373.33,"27,670","96,394","7,844",906,"4,215,150",387.71,0.945,,,,
28500,NEBRASKA,KEITH,"1,504","5,888,107",326.25,"5,669,316",314.12,"53,588","141,777","23,424","1,428","5,290,130",308.71,0.841,,,,
