"AGED -- 2011 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) , FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B , PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES,,,,
28510,NEBRASKA,KEYA PAHA,163,"579,501",296.27,"565,677",289.20,"2,220","10,702",900,159,"536,693",281.29,0.789,,,,
28520,NEBRASKA,KIMBALL,796,"3,730,782",390.58,"3,561,679",372.87,"38,659","125,387","5,056",747,"3,146,663",351.03,0.918,,,,
28530,NEBRASKA,KNOX,"1,757","7,546,715",357.94,"7,301,204",346.29,"37,250","194,935","13,325","1,678","6,616,261",328.58,0.941,,,,
28540,NEBRASKA,LANCASTER,"29,084","103,546,257",296.69,"96,116,800",275.40,"967,198","6,087,903","374,354","26,485","105,784,875",332.85,0.942,,,,
28550,NEBRASKA,LINCOLN,"4,501","17,700,938",327.72,"16,628,579",307.87,"226,933","791,278","54,147","4,269","19,652,179",383.62,1.025,,,,
28560,NEBRASKA,LOGAN,156,"433,847",231.76,"417,059",222.79,"3,848","11,651","1,287",145,"517,673",297.51,0.849,,,,
28570,NEBRASKA,LOUP,60,"175,147",243.26,"169,269",235.10,347,"5,429",101,56,"286,284",426.02,0.946,,,,
28580,NEBRASKA,MCPHERSON,83,"319,539",320.82,"307,824",309.06,"2,200","8,860",654,81,"289,608",297.95,0.988,,,,
28590,NEBRASKA,MADISON,"5,102","18,871,358",308.23,"18,065,397",295.07,"218,722","532,219","55,018","4,769","19,571,144",341.99,0.985,,,,
28600,NEBRASKA,MERRICK,"1,185","5,172,726",363.76,"4,870,171",342.49,"94,626","174,836","33,090","1,119","4,856,852",361.70,0.924,,,,
28610,NEBRASKA,MORRILL,876,"3,528,685",335.68,"3,368,856",320.48,"25,571","130,629","3,628",829,"3,265,370",328.24,0.851,,,,
28620,NEBRASKA,NANCE,646,"3,019,752",389.54,"2,897,406",373.76,"29,257","77,179","15,909",617,"3,010,601",406.62,0.950,,,,
28630,NEBRASKA,NEMAHA,"1,134","6,276,194",461.21,"5,995,762",440.61,"54,258","202,071","24,101","1,078","5,249,101",405.77,0.942,,,,
28640,NEBRASKA,NUCKOLLS,"1,041","4,883,252",390.91,"4,766,691",381.58,"23,338","84,844","8,377",989,"4,500,212",379.19,0.938,,,,
28650,NEBRASKA,OTOE,"2,339","9,721,158",346.34,"9,179,225",327.04,"131,572","367,231","43,129","2,205","10,484,057",396.22,0.921,,,,
28660,NEBRASKA,PAWNEE,648,"2,527,212",325.00,"2,416,703",310.79,"13,435","93,026","4,046",619,"2,847,224",383.31,0.919,,,,
28670,NEBRASKA,PERKINS,516,"1,965,051",317.35,"1,906,574",307.91,"8,780","47,163","2,532",488,"1,877,595",320.63,0.887,,,,
28680,NEBRASKA,PHELPS,"1,385","7,546,585",454.07,"7,363,056",443.02,"30,422","144,745","8,361","1,312","5,999,321",381.05,1.024,,,,
28690,NEBRASKA,PIERCE,"1,084","5,173,226",397.70,"5,004,614",384.73,"56,878","103,342","8,391","1,036","4,793,233",385.56,0.928,,,,
28700,NEBRASKA,PLATTE,"3,786","14,176,369",312.03,"13,331,284",293.43,"246,535","460,816","137,733","3,537","12,721,898",299.73,0.885,,,,
28710,NEBRASKA,POLK,873,"5,470,195",522.16,"5,296,566",505.59,"20,077","145,869","7,681",841,"4,099,745",406.24,0.886,,,,
28720,NEBRASKA,RED WILLOW,"1,953","8,771,731",374.28,"8,552,922",364.95,"51,496","157,621","9,691","1,875","8,713,043",387.25,0.961,,,,
28730,NEBRASKA,RICHARDSON,"1,757","11,478,768",544.43,"10,941,639",518.95,"180,067","284,349","72,712","1,692","7,812,332",384.77,0.939,,,,
28740,NEBRASKA,ROCK,317,"1,275,744",335.37,"1,236,242",324.98,"13,820","21,317","4,363",313,"1,671,417",445.00,0.860,,,,
28750,NEBRASKA,SALINE,"2,020","8,675,217",357.89,"8,202,157",338.37,"61,928","386,973","24,158","1,892","8,773,215",386.42,0.918,,,,
28760,NEBRASKA,SARPY,"10,734","40,532,673",314.68,"37,584,877",291.79,"1,154,480","1,318,794","474,521","10,009","38,274,369",318.67,0.865,,,,
28770,NEBRASKA,SAUNDERS,"2,828","12,728,244",375.07,"12,169,298",358.60,"144,534","364,118","50,292","2,662","11,793,308",369.19,0.893,,,,
28780,NEBRASKA,SCOTTS BLUFF,"5,518","20,656,978",311.96,"19,438,709",293.57,"132,130","1,060,632","25,505","5,151","17,268,761",279.38,0.887,,,,
28790,NEBRASKA,SEWARD,"2,351","7,478,324",265.08,"7,117,968",252.30,"47,777","291,354","21,224","2,215","8,637,277",324.95,0.848,,,,
28800,NEBRASKA,SHERIDAN,"1,015","3,240,565",266.06,"3,104,764",254.91,"18,511","111,657","5,632",947,"3,010,509",264.92,0.799,,,,
28810,NEBRASKA,SHERMAN,566,"2,395,894",352.75,"2,318,516",341.36,"9,350","64,699","3,327",536,"2,064,777",321.02,0.946,,,,
28820,NEBRASKA,SIOUX,93,"135,965",121.83,"130,114",116.59,"1,124","4,528",198,86,"219,256",212.46,0.670,,,,
28830,NEBRASKA,STANTON,457,"1,969,175",359.08,"1,873,119",341.56,"25,338","59,308","11,408",419,"1,785,746",355.16,0.931,,,,
28840,NEBRASKA,THAYER,"1,213","4,267,222",293.16,"4,130,639",283.78,"19,931","106,440","10,211","1,168","5,667,961",404.39,0.920,,,,
28850,NEBRASKA,THOMAS,118,"434,730",307.01,"417,700",294.99,"1,798","14,941",289,115,"469,476",340.20,0.893,,,,
28860,NEBRASKA,THURSTON,763,"4,255,332",464.76,"4,100,489",447.85,"45,862","91,819","17,161",670,"2,793,518",347.45,0.980,,,,
28870,NEBRASKA,VALLEY,913,"3,775,767",344.63,"3,672,365",335.19,"19,103","79,373","4,924",870,"4,670,828",447.40,0.950,,,,
28880,NEBRASKA,WASHINGTON,"2,303","9,544,116",345.35,"8,986,290",325.17,"181,120","308,518","68,187","2,154","11,353,309",439.23,0.868,,,,
28890,NEBRASKA,WAYNE,"1,005","4,003,246",331.94,"3,887,219",322.32,"34,321","65,836","15,869",931,"3,674,147",328.87,0.858,,,,
28900,NEBRASKA,WEBSTER,817,"4,330,660",441.72,"4,238,700",432.34,"25,666","58,371","7,921",788,"3,405,063",360.10,0.989,,,,
28910,NEBRASKA,WHEELER,133,"578,965",362.76,"551,769",345.72,"9,686","15,701","1,808",124,"616,120",414.06,0.792,,,,
28920,NEBRASKA,YORK,"2,335","9,259,262",330.45,"8,915,770",318.19,"60,008","259,548","23,935","2,220","9,439,370",354.33,0.888,,,,
29000,NEVADA,CHURCHILL,"3,448","15,571,925",376.35,"14,730,576",356.02,"102,223","701,838","37,286","3,243","12,152,382",312.27,0.849,,,,
29010,NEVADA,CLARK,"129,051","605,197,941",390.80,"558,565,169",360.69,"7,934,873","35,493,886","3,204,012","109,054","541,616,602",413.87,0.938,,,,
29020,NEVADA,DOUGLAS,"7,469","24,296,336",271.08,"23,457,192",261.72,"192,544","594,041","52,557","7,022","26,755,702",317.52,0.831,,,,
29030,NEVADA,ELKO,"3,816","14,164,737",309.33,"13,107,167",286.23,"448,593","512,099","96,877","3,388","12,114,079",297.97,0.790,,,,
29040,NEVADA,ESMERALDA,137,"960,694",584.36,"841,640",511.95,"23,565","92,657","2,830",121,"511,884",352.54,0.807,,,,
29050,NEVADA,EUREKA,222,"517,411",194.22,"452,661",169.92,"25,605","32,432","6,711",176,"590,169",279.44,0.725,,,,
29060,NEVADA,HUMBOLDT,"1,699","6,969,308",341.83,"6,633,737",325.37,"48,516","270,676","16,378","1,530","5,284,371",287.82,0.782,,,,
29070,NEVADA,LANDER,559,"1,738,844",259.22,"1,633,658",243.54,"32,094","66,646","6,444",498,"1,808,606",302.64,0.768,,,,
29080,NEVADA,LINCOLN,"1,340","10,379,948",645.52,"9,747,767",606.20,"91,455","495,467","45,258","1,271","6,781,516",444.63,0.777,,,,
29090,NEVADA,LYON,"6,959","23,570,526",282.25,"22,472,707",269.11,"253,788","783,288","60,741","6,364","22,673,209",296.89,0.824,,,,
29100,NEVADA,MINERAL,857,"3,154,470",306.74,"3,047,463",296.33,"16,814","84,726","5,465",759,"2,699,700",296.41,0.830,,,,
29110,NEVADA,NYE,"6,038","26,736,374",369.00,"24,788,877",342.12,"302,378","1,543,082","102,036","5,366","23,842,652",370.27,0.898,,,,
29120,NEVADA,CARSON CITY,"10,053","37,764,819",313.05,"36,776,430",304.85,"269,419","652,283","66,686","9,322","35,496,024",317.31,0.905,,,,
29130,NEVADA,PERSHING,564,"2,008,522",296.77,"1,866,777",275.82,"24,522","108,298","8,924",513,"2,107,762",342.39,0.810,,,,
29140,NEVADA,STOREY,195,"544,218",232.57,"528,149",225.70,"6,720","8,158","1,191",169,"586,036",288.97,0.758,,,,
29150,NEVADA,WASHOE,"39,606","129,535,758",272.55,"120,984,191",254.56,"1,449,802","6,561,066","540,698","34,263","127,172,158",309.30,0.860,,,,
29160,NEVADA,WHITE PINE,"1,352","5,719,155",352.51,"5,089,093",313.68,"318,492","241,557","70,012","1,275","6,411,962",419.08,0.820,,,,
30000,NEW HAMPSHIRE,BELKNAP,"10,426","38,254,257",305.76,"35,907,274",287.00,"1,270,481","766,917","309,585","9,580","36,764,213",319.80,0.907,,,,
30010,NEW HAMPSHIRE,CARROLL,"9,206","37,105,663",335.88,"34,570,801",312.94,"1,342,832","896,167","295,861","8,581","34,799,222",337.95,0.881,,,,
30020,NEW HAMPSHIRE,CHESHIRE,"10,944","40,586,184",309.04,"37,103,146",282.52,"2,250,395","840,040","392,600","9,978","39,696,313",331.53,0.926,,,,
30030,NEW HAMPSHIRE,COOS,"6,226","28,072,373",375.74,"26,191,193",350.56,"1,249,931","403,205","228,043","5,915","25,483,454",359.02,0.863,,,,
30040,NEW HAMPSHIRE,GRAFTON,"13,423","56,198,713",348.90,"49,423,015",306.83,"4,496,496","1,326,489","952,712","12,227","49,540,124",337.64,0.893,,,,
30050,NEW HAMPSHIRE,HILLSBOROUGH,"44,870","185,012,729",343.61,"175,510,644",325.96,"4,247,266","4,257,827","996,991","40,213","162,079,591",335.88,0.958,,,,
30060,NEW HAMPSHIRE,MERRIMACK,"18,823","77,648,093",343.76,"71,976,097",318.65,"3,727,669","965,647","978,679","17,235","71,913,631",347.71,0.922,,,,
30070,NEW HAMPSHIRE,ROCKINGHAM,"36,775","156,191,532",353.94,"147,357,528",333.92,"4,042,132","3,751,275","1,040,596","33,323","140,844,790",352.22,0.940,,,,
30080,NEW HAMPSHIRE,STRAFFORD,"14,042","56,908,352",337.73,"54,260,776",322.01,"979,310","1,452,240","216,024","12,914","51,527,147",332.50,0.970,,,,
30090,NEW HAMPSHIRE,SULLIVAN,"6,395","26,784,025",349.02,"23,798,619",310.12,"2,063,212","557,749","364,443","5,848","22,940,796",326.90,0.884,,,,
31000,NEW JERSEY,ATLANTIC,"34,524","170,319,576",411.11,"154,311,239",372.47,"5,995,355","7,292,530","2,720,451","31,592","161,617,318",426.31,1.102,,,,
31100,NEW JERSEY,BERGEN,"115,213","620,244,917",448.62,"575,132,160",415.99,"20,226,494","18,474,048","6,412,214","105,166","571,091,336",452.53,1.080,,,,
31150,NEW JERSEY,BURLINGTON,"50,137","226,701,895",376.80,"204,485,976",339.88,"10,228,940","6,988,158","4,998,819","44,827","210,684,590",391.66,1.021,,,,
31160,NEW JERSEY,CAMDEN,"53,107","282,399,766",443.13,"243,247,142",381.69,"16,513,549","13,317,796","9,321,277","47,479","230,899,484",405.27,1.060,,,,
31180,NEW JERSEY,CAPE MAY,"18,213","90,783,024",415.38,"82,794,927",378.83,"3,182,175","3,397,733","1,408,187","17,081","88,368,021",431.12,1.047,,,,
31190,NEW JERSEY,CUMBERLAND,"17,040","94,736,184",463.30,"83,390,036",407.82,"2,729,920","7,492,649","1,123,578","15,886","78,047,893",409.42,1.133,,,,
31200,NEW JERSEY,ESSEX,"69,754","478,514,270",571.67,"412,464,857",492.76,"26,884,423","29,161,868","10,003,122","62,838","329,440,705",436.89,1.143,,,,
31220,NEW JERSEY,GLOUCESTER,"27,630","140,836,300",424.77,"122,131,232",368.35,"8,675,802","5,389,598","4,639,667","25,039","122,327,728",407.12,1.032,,,,
31230,NEW JERSEY,HUDSON,"47,811","312,345,817",544.41,"270,937,276",472.24,"10,252,616","26,993,180","4,162,743","44,788","236,162,489",439.41,1.123,,,,
31250,NEW JERSEY,HUNTERDON,"15,202","60,612,572",332.26,"55,839,782",306.10,"2,705,696","720,722","1,346,370","13,814","64,708,893",390.36,0.956,,,,
31260,NEW JERSEY,MERCER,"40,962","215,744,195",438.91,"196,796,185",400.36,"8,012,913","7,205,683","3,729,412","37,422","187,072,101",416.58,1.084,,,,
31270,NEW JERSEY,MIDDLESEX,"80,689","439,890,275",454.31,"391,023,915",403.84,"23,574,884","15,542,945","9,748,529","74,046","392,787,923",442.05,1.109,,,,
31290,NEW JERSEY,MONMOUTH,"77,856","391,932,252",419.51,"358,148,955",383.35,"16,461,083","11,017,650","6,304,563","71,377","374,056,221",436.71,1.072,,,,
31300,NEW JERSEY,MORRIS,"60,239","281,235,115",389.05,"259,622,028",359.16,"13,214,587","4,008,926","4,389,572","54,712","266,316,201",405.63,0.999,,,,
31310,NEW JERSEY,OCEAN,"100,824","534,175,972",441.51,"505,759,439",418.02,"13,626,931","10,370,305","4,419,294","95,646","534,616,518",465.79,1.148,,,,
31320,NEW JERSEY,PASSAIC,"50,226","294,633,935",488.85,"259,983,211",431.36,"11,087,895","18,367,049","5,195,779","46,436","238,655,420",428.29,1.080,,,,
31340,NEW JERSEY,SALEM,"8,849","47,413,240",446.50,"42,590,657",401.09,"1,606,280","2,487,667","728,634","8,327","39,773,690",398.04,1.100,,,,
31350,NEW JERSEY,SOMERSET,"33,735","159,930,774",395.07,"145,409,134",359.19,"8,234,467","3,235,513","3,051,658","30,679","154,376,845",419.33,1.004,,,,
31360,NEW JERSEY,SUSSEX,"16,735","72,042,596",358.74,"68,281,313",340.01,"2,153,071","1,012,646","595,565","15,192","68,291,801",374.60,0.943,,,,
31370,NEW JERSEY,UNION,"55,566","295,371,720",442.97,"264,050,443",396.00,"14,195,296","11,772,064","5,353,915","50,570","258,179,910",425.45,1.079,,,,
31390,NEW JERSEY,WARREN,"14,721","85,526,651",484.15,"79,287,672",448.84,"3,485,017","957,904","1,796,057","13,728","67,283,942",408.43,1.064,,,,
32000,NEW MEXICO,BERNALILLO,"39,404","108,279,187",228.99,"92,337,813",195.28,"3,523,489","11,087,111","1,330,772","33,199","108,844,882",273.21,0.884,,,,
32010,NEW MEXICO,CATRON,835,"2,327,365",232.27,"1,999,617",199.56,"81,775","225,814","20,157",744,"2,293,864",256.93,0.743,,,,
32020,NEW MEXICO,CHAVES,"8,414","30,610,796",303.17,"27,286,017",270.24,"505,374","2,605,811","213,592","8,136","33,918,000",347.41,0.965,,,,
32025,NEW MEXICO,CIBOLA,"2,284","6,740,521",245.93,"6,008,789",219.23,"110,426","584,570","36,734","2,031","6,195,901",254.22,0.879,,,,
32030,NEW MEXICO,COLFAX,"2,190","7,189,341",273.57,"6,735,692",256.30,"89,742","332,857","31,048","2,090","6,049,570",241.21,0.949,,,,
32040,NEW MEXICO,CURRY,"4,798","18,261,036",317.16,"16,601,749",288.34,"275,521","1,300,291","83,474","4,647","18,278,223",327.78,0.943,,,,
32050,NEW MEXICO,DEBACA,423,"1,642,776",323.64,"1,489,923",293.52,"26,983","121,297","4,571",409,"1,494,026",304.41,0.893,,,,
32060,NEW MEXICO,DONA ANA,"19,209","68,574,403",297.49,"59,413,060",257.75,"729,411","8,049,579","382,351","18,386","72,910,824",330.46,0.941,,,,
32070,NEW MEXICO,EDDY,"6,923","26,853,036",323.23,"24,232,110",291.69,"326,862","2,192,992","101,070","6,679","26,764,201",333.93,0.987,,,,
32080,NEW MEXICO,GRANT,"4,834","12,927,885",222.86,"11,553,612",199.17,"157,383","1,169,737","47,151","4,609","15,494,836",280.16,0.859,,,,
32090,NEW MEXICO,GUADALUPE,577,"2,411,862",348.33,"2,209,842",319.16,"35,113","154,755","12,150",570,"1,820,233",266.12,0.931,,,,
32100,NEW MEXICO,HARDING,157,"691,223",366.89,"642,649",341.11,"5,934","40,266","2,372",146,"464,165",264.93,0.812,,,,
32110,NEW MEXICO,HIDALGO,638,"2,572,734",336.04,"2,334,197",304.88,"20,342","205,224","12,969",600,"1,982,283",275.32,0.851,,,,
32120,NEW MEXICO,LEA,"6,337","27,349,512",359.65,"24,675,813",324.49,"345,198","2,217,054","111,445","6,156","28,363,929",383.96,0.931,,,,
32130,NEW MEXICO,LINCOLN,"3,579","9,363,816",218.03,"8,589,963",200.01,"118,704","610,370","44,777","3,401","11,134,830",272.83,0.794,,,,
32131,NEW MEXICO,LOS ALAMOS,"2,416","7,070,582",243.88,"6,554,601",226.08,"134,710","353,462","27,807","2,212","7,744,765",291.77,0.829,,,,
32140,NEW MEXICO,LUNA,"3,743","13,525,359",301.13,"12,103,385",269.47,"134,023","1,239,832","48,119","3,631","13,103,189",300.72,0.956,,,,
32150,NEW MEXICO,MCKINLEY,"5,771","22,634,388",326.84,"20,289,735",292.98,"325,556","1,941,085","78,010","5,270","18,000,792",284.64,0.915,,,,
32160,NEW MEXICO,MORA,708,"2,017,610",237.48,"1,813,734",213.48,"25,132","170,168","8,574",668,"1,925,397",240.19,0.871,,,,
32170,NEW MEXICO,OTERO,"7,393","27,393,550",308.78,"25,277,391",284.92,"253,941","1,766,115","96,102","7,000","28,324,312",337.19,0.987,,,,
32180,NEW MEXICO,QUAY,"1,610","6,039,991",312.63,"5,537,999",286.65,"80,625","390,464","30,901","1,532","5,942,253",323.23,0.938,,,,
32190,NEW MEXICO,RIO ARRIBA,"4,084","11,873,687",242.28,"10,802,569",220.42,"118,680","915,275","37,161","3,722","10,922,662",244.55,0.838,,,,
32200,NEW MEXICO,ROOSEVELT,"2,056","7,759,343",314.50,"7,129,406",288.97,"107,093","487,584","35,258","1,981","7,640,508",321.41,0.907,,,,
32210,NEW MEXICO,SANDOVAL,"7,486","20,675,666",230.16,"18,319,692",203.93,"443,855","1,798,598","113,520","6,382","20,458,754",267.14,0.838,,,,
32220,NEW MEXICO,SAN JUAN,"12,653","49,815,040",328.08,"44,781,393",294.93,"225,029","4,733,337","75,281","11,829","42,678,195",300.66,0.923,,,,
32230,NEW MEXICO,SAN MIGUEL,"3,730","12,173,228",271.97,"11,088,781",247.74,"134,308","912,402","37,736","3,594","10,698,303",248.06,0.944,,,,
32240,NEW MEXICO,SANTA FE,"16,452","41,270,975",209.05,"36,742,199",186.11,"707,937","3,562,284","258,554","14,841","48,069,055",269.91,0.789,,,,
32250,NEW MEXICO,SIERRA,"2,594","8,094,898",260.05,"7,306,508",234.72,"88,727","660,710","38,951","2,434","8,201,753",280.81,0.903,,,,
32260,NEW MEXICO,SOCORRO,"1,838","5,087,637",230.67,"4,531,597",205.46,"80,359","443,845","31,836","1,706","5,805,006",283.56,0.842,,,,
32270,NEW MEXICO,TAOS,"4,326","11,637,639",224.18,"10,623,351",204.64,"108,933","867,851","37,503","4,043","11,209,917",231.06,0.826,,,,
32280,NEW MEXICO,TORRANCE,"1,085","3,035,020",233.10,"2,585,786",198.60,"94,418","314,967","39,847",899,"2,444,960",226.64,0.806,,,,
32290,NEW MEXICO,UNION,765,"4,084,658",444.95,"3,825,916",416.77,"50,645","191,015","17,081",723,"2,877,671",331.68,0.886,,,,
32300,NEW MEXICO,VALENCIA,"4,613","11,256,321",203.34,"9,748,259",176.10,"279,565","1,124,201","104,294","3,819","11,718,650",255.71,0.855,,,,
33000,NEW YORK,ALBANY,"23,593","84,014,094",296.75,"73,070,976",258.10,"3,858,760","4,746,643","2,337,712","20,751","79,209,763",318.10,1.071,,,,
33010,NEW YORK,ALLEGANY,"4,601","17,529,552",317.50,"15,370,001",278.38,"766,164","1,070,137","323,249","4,211","14,216,888",281.34,1.005,,,,
33020,NEW YORK,BRONX,"69,157","606,346,006",730.64,"396,320,424",477.56,"66,229,185","92,345,722","51,450,673","60,660","295,099,420",405.40,1.137,,,,
33030,NEW YORK,BROOME,"23,088","83,059,324",299.79,"72,390,644",261.29,"3,746,146","4,861,089","2,061,444","21,528","82,347,347",318.76,1.011,,,,
33040,NEW YORK,CATTARAUGUS,"7,099","27,275,973",320.19,"24,295,264",285.20,"875,074","1,639,363","466,271","6,434","25,232,444",326.81,1.046,,,,
33050,NEW YORK,CAYUGA,"8,889","34,325,223",321.79,"31,098,412",291.54,"1,173,811","1,539,882","513,117","8,330","29,912,047",299.24,0.992,,,,
33060,NEW YORK,CHAUTAUQUA,"12,355","44,707,632",301.55,"40,307,807",271.87,"977,153","2,859,246","563,424","11,229","42,993,478",319.07,1.015,,,,
33070,NEW YORK,CHEMUNG,"9,925","39,334,197",330.26,"35,315,868",296.52,"790,113","2,991,005","237,209","9,356","35,484,999",316.06,1.082,,,,
33080,NEW YORK,CHENANGO,"5,961","20,794,987",290.71,"18,408,175",257.34,"894,664","1,083,646","408,500","5,463","18,835,022",287.31,0.954,,,,
33090,NEW YORK,CLINTON,"9,519","42,069,414",368.29,"38,724,207",339.01,"824,959","2,344,454","175,792","9,022","35,267,502",325.75,0.995,,,,
33200,NEW YORK,COLUMBIA,"8,141","33,374,504",341.63,"29,723,165",304.25,"1,192,125","1,878,930","580,283","7,430","30,577,570",342.95,1.018,,,,
33210,NEW YORK,CORTLAND,"5,008","21,136,887",351.72,"18,688,708",310.98,"797,726","1,353,556","296,896","4,599","18,027,039",326.65,1.076,,,,
33220,NEW YORK,DELAWARE,"6,370","27,541,904",360.31,"24,648,703",322.46,"1,225,071","1,176,587","491,542","5,902","22,856,082",322.72,0.972,,,,
33230,NEW YORK,DUTCHESS,"34,526","172,168,133",415.55,"159,861,817",385.85,"2,527,286","8,756,500","1,022,528","31,847","142,167,332",372.01,1.040,,,,
33240,NEW YORK,ERIE,"58,398","234,264,351",334.29,"198,941,583",283.89,"13,299,184","12,900,572","9,123,010","47,524","175,630,038",307.97,1.004,,,,
33260,NEW YORK,ESSEX,"5,897","23,856,708",337.13,"21,919,495",309.75,"725,579","1,044,792","166,841","5,583","20,884,778",311.73,0.935,,,,
33270,NEW YORK,FRANKLIN,"5,295","21,004,053",330.56,"18,837,856",296.47,"699,478","1,318,587","148,132","4,966","18,408,042",308.90,0.986,,,,
33280,NEW YORK,FULTON,"4,753","18,217,408",319.40,"15,983,758",280.24,"519,697","1,499,484","214,467","4,382","16,105,645",306.28,1.048,,,,
33290,NEW YORK,GENESEE,"4,054","18,383,574",377.89,"15,582,402",320.31,"909,809","1,457,407","433,955","3,475","12,022,808",288.32,1.074,,,,
33300,NEW YORK,GREENE,"6,025","23,190,043",320.75,"19,977,166",276.31,"1,127,806","1,506,724","578,346","5,546","22,461,971",337.51,1.030,,,,
33310,NEW YORK,HAMILTON,977,"2,842,176",242.42,"2,507,262",213.86,"112,373","188,811","33,729",926,"3,257,789",293.18,0.882,,,,
33320,NEW YORK,HERKIMER,"6,640","27,607,356",346.48,"25,134,046",315.44,"1,022,899","1,019,990","430,419","6,136","22,613,302",307.11,1.058,,,,
33330,NEW YORK,JEFFERSON,"10,553","44,652,007",352.60,"41,121,896",324.73,"1,045,948","2,101,645","382,516","9,932","38,195,311",320.47,1.047,,,,
33331,NEW YORK,KINGS,"164,407","1,341,041,623",679.74,"895,036,583",453.67,"136,813,867","204,799,981","104,391,191","146,417","942,570,621",536.46,1.313,,,,
33340,NEW YORK,LEWIS,"2,893","9,386,350",270.38,"8,431,976",242.88,"283,561","556,288","114,524","2,735","8,290,398",252.60,0.946,,,,
33350,NEW YORK,LIVINGSTON,"3,384","11,829,670",291.31,"9,391,589",231.27,"1,063,291","826,256","548,533","2,887","9,991,347",288.40,0.985,,,,
33360,NEW YORK,MADISON,"7,339","24,282,561",275.73,"21,219,475",240.94,"1,084,474","1,528,792","449,818","6,706","24,330,788",302.35,0.942,,,,
33370,NEW YORK,MONROE,"31,850","116,897,136",305.85,"91,107,330",238.38,"11,811,460","7,168,687","6,809,657","25,698","90,707,634",294.15,1.034,,,,
33380,NEW YORK,MONTGOMERY,"6,111","23,021,439",313.93,"20,407,180",278.28,"727,903","1,583,199","303,155","5,626","22,049,427",326.60,1.093,,,,
33400,NEW YORK,NASSAU,"157,375","963,198,815",510.03,"818,831,941",433.59,"69,710,773","31,590,637","43,065,463","140,343","836,076,632",496.45,1.131,,,,
33420,NEW YORK,NEW YORK,"149,440","910,043,338",507.47,"634,115,858",353.61,"102,777,261","103,963,332","69,186,885","127,159","659,315,493",432.08,1.094,,,,
33500,NEW YORK,NIAGARA,"16,209","72,643,371",373.47,"61,642,590",316.92,"2,762,817","6,624,165","1,613,797","14,373","55,126,926",319.62,1.014,,,,
33510,NEW YORK,ONEIDA,"26,798","112,297,688",349.21,"102,271,658",318.03,"3,164,755","5,404,026","1,457,248","24,672","98,356,982",332.22,1.065,,,,
33520,NEW YORK,ONONDAGA,"49,392","208,126,506",351.15,"175,065,811",295.37,"12,399,801","14,733,700","5,927,193","45,216","179,596,812",331.00,1.000,,,,
